delta1,delta2,delta3,delta4
-0002,-0001,00001,00000
00000,-0001,00002,00001
00001,-0001,00001,00001
00000,00001,00002,00001
-0001,00000,00003,-0004
-0001,-0002,00003,00002
00000,00000,00004,00001
-0001,00004,00004,00002
00001,00004,00009,00000
00004,00008,00007,00006
00006,00011,00009,00006
00010,00016,00013,00012
00015,00019,00018,00014
00018,00021,00021,00020
00018,00021,00024,00021
00018,00022,00024,00024
00018,00023,00027,00027
00018,00024,00028,00030
00018,00025,00030,00032
00027,00026,00031,00035
00027,00026,00031,00035
00027,00026,00031,00035
00026,00026,00031,00035
00026,00026,00031,00035
00025,00026,00031,00035
00023,00028,00033,00040
00023,00022,00029,00038
00021,00014,00023,00033
00021,00015,00023,00033
00021,00014,00023,00033
00021,00010,00023,00033
00021,00009,00023,00033
00021,00007,00023,00033
00020,00005,00015,00027
00020,00005,00008,00027
00020,00005,00008,00027
00020,00005,00007,00027
00020,00005,00006,00027
00020,00005,00004,00027
00006,00001,00003,00008
00004,00001,00003,00008
00003,00001,00003,00006
00002,00001,00003,00005
00001,00001,00003,00003
00001,00001,00003,00004
00001,-0002,00003,00004
00002,-0002,00003,00003
-0001,-0002,00002,00001
00001,-0001,00002,00001
00001,-0003,00002,00000
-0002,-0001,00001,-0001
00002,-0002,00002,00000
-0002,-0002,00003,00001
-0001,-0002,00002,00000
00000,-0003,00001,00002
