delta1,delta2,delta3,delta4
00001,00001,-0001,00003
00002,00003,-0001,00004
-0001,00000,-0001,00004
-0002,00002,-0001,00005
00003,00004,-0001,00004
00000,00000,-0002,00004
00003,00007,00001,00006
00005,00010,00001,00006
00009,00012,00002,00006
00012,00016,00006,00013
00013,00013,00012,00019
00015,00016,00013,00022
00015,00016,00013,00020
00016,00015,00010,00022
00016,00015,00010,00025
00016,00015,00010,00020
00017,00013,00010,00020
00017,00013,00010,00023
00017,00013,00010,00023
00017,00013,00010,00020
00008,00007,00003,00015
00005,00006,00003,00011
00003,00004,00001,00010
00002,00004,00000,00010
00004,00004,00000,00007
00003,00004,00000,00005
00003,00003,00000,00010
00002,00003,00001,00005
00002,00001,00001,00003
00002,00004,-0001,00004
00001,00002,-0001,00005
00001,00004,-0002,00005
00003,00002,00000,00006
00002,00006,-0001,00003
00002,00004,-0001,00006
00004,00002,-0001,00004
00002,00002,-0001,00004
-0001,-0001,00002,00001
00002,00007,00000,00004
00002,00004,-0002,00003
00001,00003,00001,00004
-0002,00006,-0003,00005
00001,00003,00000,00006
00001,00002,-0001,00006
00003,00004,-0002,00003
00000,00002,-0001,00004
00003,00005,-0001,00004
00000,00003,-0001,00003
00000,00001,-0001,00004
00000,00003,-0001,00004
00003,00003,00000,00004
00001,00002,00000,00004
00001,00001,00001,00004
-0001,00005,00001,00005
00000,00002,00000,00003
