delta1,delta2,delta3,delta4
00000,-0001,00004,00002
-0002,00000,00005,00003
00000,00001,00004,00004
00002,00003,00005,00003
00003,00007,00006,00005
00002,00006,00007,00004
00007,00008,00009,00007
00009,00009,00011,00009
00009,00012,00013,00012
00013,00012,00017,00016
00016,00017,00020,00020
00016,00017,00020,00022
00016,00017,00020,00021
00016,00017,00020,00022
00016,00017,00020,00024
00016,00017,00021,00025
00016,00017,00021,00025
00016,00017,00021,00025
00016,00017,00020,00025
00020,00012,00018,00029
00018,00012,00018,00029
00018,00007,00013,00027
00013,00004,00010,00025
00008,00002,00007,00017
00003,-0001,00005,00009
00003,-0001,00005,00008
00003,-0001,00005,00006
00003,-0001,00005,00007
00003,-0001,00005,00005
00003,-0001,00005,00003
00000,00000,00004,00004
00001,-0003,00003,00002
-0001,00001,00002,-0003
00002,00000,00004,00003
-0002,-0001,00004,00001
-0001,00001,00004,00003
-0001,-0001,00005,00002
00001,00000,00003,00002
-0003,-0002,00003,00001
-0001,-0003,00005,00002
-0001,-0001,00005,00001
-0002,00000,00005,00002
-0001,00005,00007,-0001
-0001,-0003,00003,00001
-0001,-0003,00005,00001
-0002,-0002,00004,00001
00000,-0001,00003,00000
-0001,-0001,00004,00001
-0001,-0001,00003,00001
00000,-0002,00003,00002
-0001,-0003,00004,00002
-0001,-0001,00004,00003
00000,-0002,00003,00002
-0002,-0003,00004,00002
00000,-0001,00003,00002
