delta1,delta2,delta3,delta4
00002,00000,00000,00001
00001,00000,-0001,00001
00001,00002,-0001,00000
00001,-0001,00000,00003
00002,00001,00001,00001
00003,-0001,00000,00001
00000,00001,-0002,00001
00003,00005,-0001,00001
00001,00003,-0001,00002
00002,00004,00000,00002
00006,00008,00001,00005
00012,00011,00005,00007
00017,00015,00010,00013
00018,00017,00015,00021
00018,00017,00015,00024
00018,00017,00015,00025
00018,00017,00015,00023
00018,00017,00015,00024
00018,00017,00015,00027
00018,00011,00009,00023
00013,00005,00004,00018
00007,00004,00001,00009
00007,00004,00001,00011
00007,00004,00001,00007
00007,00004,00001,00007
00007,00004,00001,00006
00007,00004,00001,00002
00001,00001,-0001,00005
00003,00000,00001,00002
00003,00000,-0002,00003
00000,00000,00000,00002
00002,00001,-0001,00001
00001,-0001,00000,00001
00003,00000,-0001,00003
00002,00000,-0002,00001
00002,00000,-0001,00002
00004,00001,00002,00003
00002,00001,00000,00003
00000,-0001,-0002,00000
00001,00000,-0001,00002
00001,00001,00000,-0001
00003,00002,-0001,00002
00000,-0002,-0002,00001
00000,00000,-0001,00003
00003,00003,-0001,00000
00003,00002,-0001,-0002
00002,00000,-0001,00002
00001,00000,00000,00002
00001,-0002,00000,00001
00002,-0002,00001,00001
00003,00000,-0001,00001
00001,-0002,-0001,00001
00003,00000,-0001,00000
00001,-0001,00000,00001
-0001,-0005,00001,00000
