delta1,delta2,delta3,delta4
-0001,00001,00003,00002
00001,00000,00003,00001
-0002,-0002,00005,00002
00002,-0001,00002,00002
00001,00001,00004,00004
-0001,00002,00004,00003
00001,00001,00005,00003
00001,00002,00006,00004
00003,00004,00009,00004
00005,00008,00009,00006
00007,00010,00009,00007
00010,00015,00012,00009
00011,00020,00015,00013
00011,00022,00015,00013
00011,00026,00015,00013
00011,00026,00015,00013
00011,00034,00015,00013
00011,00033,00015,00013
00023,00035,00025,00021
00025,00035,00027,00021
00026,00035,00028,00021
00031,00035,00030,00027
00032,00035,00032,00029
00035,00035,00035,00031
00036,00023,00032,00033
00035,00015,00027,00041
00035,00011,00027,00041
00035,00010,00027,00041
00035,00008,00027,00041
00035,00007,00027,00041
00035,00007,00027,00041
00018,00006,00007,00025
00018,00006,00009,00025
00018,00006,00009,00025
00018,00006,00009,00025
00018,00006,00005,00025
00018,00006,00009,00025
00005,00001,00006,00013
00003,00001,00006,00012
00005,00001,00006,00009
00002,00001,00006,00009
00002,00001,00006,00007
00002,00001,00006,00008
00002,00000,00003,00007
00002,-0001,00005,00004
00002,-0001,00003,00002
00002,00000,00004,00002
00001,-0003,00004,00002
-0002,-0001,00004,00002
00002,-0001,00003,00004
00004,00007,00005,-0001
00001,00001,00003,00000
-0001,-0002,00003,00002
-0002,-0003,00002,00002
-0002,-0003,00003,00001
