delta1,delta2,delta3,delta4
00000,00002,00000,00006
00001,00000,00000,00006
00002,00001,00002,00006
00002,00003,00000,00005
00001,00002,-0001,00007
00001,00001,00000,00006
00003,00004,00000,00005
00003,00006,00002,00007
00005,00006,00003,00007
00009,00008,00005,00009
00009,00011,00006,00012
00012,00014,00008,00015
00013,00015,00011,00020
00013,00015,00011,00022
00013,00015,00011,00024
00013,00015,00011,00027
00013,00015,00011,00025
00013,00015,00011,00024
00015,00015,00014,00026
00018,00014,00014,00028
00015,00010,00011,00026
00013,00009,00010,00024
00009,00006,00005,00022
00007,00004,00003,00015
00007,00004,00003,00015
00007,00004,00003,00012
00007,00004,00003,00011
00007,00004,00003,00011
00007,00004,00003,00009
00002,-0001,00002,00010
00003,00000,00002,00008
00001,00004,00000,00009
00001,00002,00001,00008
00002,00000,00000,00005
00004,00001,00001,00007
00001,00001,00000,00006
00002,00000,-0001,00006
00005,-0002,00002,00005
-0001,00003,00001,00005
-0001,-0004,00001,00008
00003,00002,00000,00006
00000,00002,00004,00010
00000,00003,-0001,00007
00002,-0001,-0001,00006
00001,00001,-0001,00005
-0002,-0001,-0002,00007
00002,00001,00000,00006
00002,-0001,00001,00005
-0002,-0002,00001,00005
00003,00002,-0002,00003
00002,00001,00000,00007
00002,00005,00001,00005
00002,00002,-0001,00004
00000,00001,00000,00005
-0001,00001,00000,00006
