delta1,delta2,delta3,delta4
-0002,00004,-0002,00003
00001,00002,00000,00004
00001,00002,00000,00002
00001,00000,-0001,00003
-0003,00003,-0002,00002
00001,00004,00001,00001
00001,00001,00001,00002
00001,00005,00002,00004
00001,00004,00003,00003
00004,00008,00004,00007
00005,00011,00006,00008
00013,00013,00008,00010
00012,00018,00013,00016
00014,00018,00015,00020
00014,00018,00015,00023
00014,00018,00015,00023
00014,00018,00015,00020
00011,00009,00007,00024
00011,00009,00007,00020
00006,00005,00004,00016
00001,00000,00001,00008
00001,00002,00000,00003
00001,00003,-0001,00003
00002,00003,00000,00003
00001,00004,00000,00002
00002,-0001,-0001,00001
00001,00002,-0001,00002
-0002,00001,00000,00003
00001,00002,-0002,00001
00001,00002,00000,00001
00001,00003,00000,00000
-0001,00002,00002,00004
-0001,00003,-0001,00002
-0001,00002,00000,00002
-0001,00003,00000,00002
-0001,00000,00000,00001
00002,00002,-0002,00000
-0002,00001,00000,00003
-0003,00003,00000,00003
-0001,00003,-0001,00001
00000,00001,-0001,00001
00002,00002,-0001,00002
00000,00002,00000,00000
00000,00005,00001,00002
00001,-0002,00001,00003
00001,00001,00000,00002
-0001,00002,-0001,00001
00001,00001,00000,00001
-0001,00000,00000,00002
-0001,00000,00000,00000
00000,00003,-0002,00001
00001,00000,-0001,00001
00001,00002,00000,00001
-0001,00001,00000,-0001
00001,00003,00000,00002
