delta1,delta2,delta3,delta4
00001,-0001,00001,00002
00002,00002,00000,00001
00000,-0002,00001,00002
00001,-0001,00002,00003
00001,00001,00003,00002
00002,00002,00003,00003
00001,00001,00002,00003
00004,00003,00004,00005
00006,00005,00005,00004
00006,00008,00007,00006
00010,00010,00008,00007
00010,00011,00009,00009
00013,00016,00012,00012
00015,00021,00016,00014
00015,00024,00016,00014
00015,00025,00016,00014
00015,00025,00016,00014
00015,00025,00016,00014
00015,00024,00016,00014
00027,00024,00028,00028
00027,00024,00031,00027
00027,00024,00027,00034
00028,00024,00025,00037
00028,00024,00025,00039
00024,00024,00018,00038
00021,00004,00014,00040
00021,00006,00014,00040
00021,00007,00014,00040
00021,00013,00014,00040
00021,00003,00014,00040
00021,-0001,00014,00040
00007,00000,00006,00015
00004,00000,00006,00016
00005,00000,00006,00016
00003,00000,00006,00016
00005,00000,00006,00016
00002,00000,00006,00016
00002,-0002,00004,00004
00002,-0002,00004,00007
00002,-0002,00004,00006
00002,-0002,00004,00004
00002,-0002,00004,00005
00002,-0002,00004,00002
00000,-0001,00003,00004
-0001,00000,00001,00002
00003,-0001,00001,00002
00001,-0002,00001,00001
00000,-0002,00000,00001
-0001,-0002,00001,00003
00001,-0002,00002,00001
-0002,-0004,-0001,00001
-0001,-0002,00002,00002
00000,-0003,00001,00001
00001,-0002,00001,00001
00000,-0003,00001,00001
