delta1,delta2,delta3,delta4
00003,00000,-0003,00002
00001,-0001,-0003,00001
00001,00000,-0003,00003
00002,00000,-0004,00003
00001,00001,-0003,00002
00002,00000,-0003,00002
00002,00000,-0003,00003
00003,00003,-0003,00002
00006,00005,-0001,00002
00006,00006,00002,00005
00008,00009,00002,00003
00010,00012,00005,00011
00009,00015,00010,00010
00018,00014,00012,00018
00019,00017,00016,00026
00019,00017,00016,00025
00019,00017,00016,00024
00019,00017,00016,00028
00019,00017,00016,00027
00019,00017,00016,00026
00025,00019,00016,00030
00026,00019,00016,00030
00024,00019,00016,00030
00022,00019,00016,00030
00021,00019,00016,00030
00021,00019,00016,00030
00018,00011,00012,00032
00013,00006,00003,00025
00011,00006,00003,00025
00009,00006,00003,00025
00009,00006,00003,00025
00007,00006,00003,00025
00007,00006,00003,00025
00007,00003,00000,00012
00007,00003,00000,00011
00007,00003,00000,00009
00007,00003,00000,00008
00007,00003,00000,00007
00007,00003,00000,00007
00003,00000,-0002,00005
00004,00001,-0002,00005
00003,00002,-0003,00001
00002,-0001,-0002,00004
00003,00000,-0003,00002
00003,00000,-0004,00002
00003,-0002,-0002,00003
00003,00001,-0004,00001
00001,-0001,-0001,00004
00002,-0001,-0003,00002
00003,-0001,-0004,00003
00002,00000,-0003,00002
00002,00000,-0002,00002
00003,-0002,-0002,00000
00002,-0001,-0001,00002
00002,00002,-0003,00001
