delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0000,-002,-001,-001,0000,-001,-001,-001
0000,0000,-002,-001,0000,0000,0002,0000,0001
0000,0000,-002,0000,0000,0000,0002,0000,0001
0000,0000,-001,-001,0000,-002,0001,0000,0002
-001,0000,0000,0000,-001,-001,-001,0001,0000
-001,0000,0000,-001,-001,-001,-001,0001,0000
-001,0000,0001,0000,-001,0000,-001,0001,0000
0000,0000,0001,-001,0000,0000,0001,0000,0002
0000,0000,0001,-001,0000,0000,0001,0000,0002
0001,0000,0001,-001,0000,0003,0001,0000,0005
0000,0001,0002,-001,0000,0003,0000,0002,0015
-001,0001,0002,-001,0001,0005,0000,0002,0015
-001,0003,0002,-001,0001,0006,0000,0003,0015
0000,0008,0002,0002,0013,0006,0003,0015,0010
0001,0009,0002,0003,0027,0005,0004,0017,0007
0001,0010,0000,0005,0027,0005,0008,0017,0000
0001,0010,0000,0005,0027,0005,0008,0017,0000
0001,0010,0000,0005,0025,0005,0008,0017,0000
0001,0010,0000,0005,0021,0005,0008,0017,0000
0012,0009,0000,0014,0020,0002,0011,0017,0002
0015,0007,0000,0016,0011,0002,0011,0008,0002
0016,0005,0003,0016,0007,0002,0011,0007,0003
0016,0004,0003,0016,0007,0003,0010,0006,0004
0008,0002,0001,0011,0006,0002,0010,0006,0004
0008,0002,-001,0007,0004,0001,0005,0005,0003
0005,0003,-001,0006,0004,0001,0005,0002,0000
0002,0003,-001,0004,0004,0000,0003,0002,0000
0002,0003,0002,0002,0004,0001,0003,0002,0000
0002,0002,-001,0002,0001,0001,0004,0001,0001
0002,0002,-001,0002,0001,0002,0004,0001,0001
0002,0002,-001,0002,0001,0001,0004,0001,0001
0002,0002,-001,0002,0001,0000,0002,0000,-001
0002,0002,-001,0000,0001,0000,0002,0000,-001
0001,0002,-001,0002,0001,0003,0002,0000,-001
-001,0000,-001,0001,0001,0003,0001,0000,-001
0001,0000,-001,0001,0001,0003,0001,0000,-001
0001,0000,0001,0001,0001,0001,0001,0000,-001
0001,0000,0000,0001,0000,0001,0002,0002,-001
0001,0001,0000,0001,0000,0000,0002,0002,-001
0001,0000,0000,0002,0000,0000,0002,0002,0000
0002,0001,0000,0001,0001,0000,0001,0001,0001
0002,0000,0000,0001,0001,0000,0001,0001,0001
0000,0001,0001,0001,0001,0000,0001,0001,0001
-002,0002,-001,0001,-001,0000,0001,-001,0001
0000,0002,0001,0001,-001,0001,0001,-001,0001
-001,0001,0000,0001,-001,0000,0000,-001,0001
-001,0001,0000,0000,-001,0000,0000,0000,-002
-001,0001,0000,0000,-001,0000,0000,0000,-002
-001,0001,0000,0000,-001,0000,0000,0000,-002
-001,0000,-001,-001,-001,0000,-002,0000,-002
-001,0000,-001,0000,-001,0000,-001,0000,-002
-001,0000,-001,-001,-001,0000,-001,0000,-002
0000,0001,0000,-001,0000,0001,0000,0002,0001
0000,0001,0000,-002,0000,0002,0000,0002,0004
0000,0001,-001,-002,0000,0002,0001,0001,0001
