delta1,delta2,delta3,delta4
-0001,-0001,00001,00001
-0001,-0001,-0001,00003
-0002,-0001,-0001,00001
00000,00001,-0002,00002
00000,00000,00001,00002
00001,00001,00000,00002
00001,00001,00000,-0001
00000,00000,-0001,00001
00001,00001,00000,00002
-0001,00000,00001,00002
00001,00001,00000,00002
00004,00003,00002,00004
00007,00007,00006,00001
00012,00010,00014,00012
00018,00021,00024,00023
00018,00024,00032,00027
00018,00025,00037,00029
00018,00025,00039,00031
00018,00029,00040,00030
00018,00027,00037,00030
00019,00023,00035,00029
00013,00018,00021,00021
00022,00016,00006,00022
00008,00016,00012,00022
00008,00016,00008,00022
00008,00016,00007,00022
00008,00016,00008,00022
00008,00016,00006,00022
00007,00009,00006,00008
00007,00007,00006,00008
00007,00008,00006,00007
00007,00005,00006,00009
00007,00005,00006,00008
00007,00005,00006,00006
00004,00008,00002,00003
00004,00002,00002,00003
00000,00002,-0001,00004
00001,00000,00001,00003
00001,00002,-0001,00002
00001,00001,-0003,00001
00001,00000,-0001,00001
-0001,00000,-0001,00002
00000,00000,00001,00003
00001,00003,-0002,00001
-0001,00001,-0001,-0001
-0001,00000,-0001,00002
00000,00000,-0001,00001
00000,00001,00000,00002
-0001,-0003,-0002,00000
-0001,00001,-0001,-0002
00001,00001,-0001,00001
00001,00001,-0002,00001
00001,00000,00000,00000
00000,00001,-0001,-0003
00002,00001,-0002,00003
