delta1,delta2,delta3,delta4
-0002,00000,-0002,00002
00001,00000,-0002,00002
00000,00001,-0001,00002
-0001,00001,-0002,-0001
00000,00002,-0001,00002
00000,-0001,-0001,00001
00001,00002,-0001,00001
00001,00002,-0002,00002
00003,00000,-0001,00004
00001,00000,00000,00003
00001,00001,-0001,00002
00002,00003,00001,00005
00004,00005,00004,00008
00006,00010,00011,00010
00008,00013,00025,00017
00008,00013,00032,00017
00008,00013,00039,00017
00008,00013,00046,00017
00008,00013,00051,00017
00008,00013,00061,00017
00009,00017,00068,00017
00010,00017,00078,00017
00009,00027,00071,00016
00009,00015,00071,00016
00007,00013,00047,00015
00007,00012,00029,00019
00007,00009,00014,00010
00007,00009,00011,00010
00007,00009,00009,00010
00007,00009,00007,00010
00007,00009,00006,00010
00007,00009,00003,00010
00003,00003,00003,00005
00004,00004,00001,00004
00002,00003,00000,00004
00002,00001,00000,00004
00003,00001,-0001,00003
-0001,00001,00000,00002
00001,00002,-0002,00002
00001,00001,-0002,00003
00000,00001,-0001,00000
00001,00000,-0002,00003
00000,00001,00000,00005
00001,-0001,-0002,00002
00000,-0001,-0002,00000
00001,00001,-0001,00001
00002,-0001,00000,00002
00003,00003,-0001,00002
00003,00001,-0001,00002
00001,00001,-0002,00002
00000,-0001,00000,00002
00000,00001,00000,00002
00003,00004,-0003,-0002
00000,00000,-0001,00002
00000,-0001,-0003,00002
