delta1,delta2,delta3,delta4
00002,-0001,-0001,00002
00002,00000,-0002,00001
-0001,00000,-0001,00001
00000,-0001,00000,00004
00001,00003,-0002,00002
00001,00001,00000,00002
00000,00002,-0001,00002
00000,00002,-0001,00002
00000,00001,-0001,00002
00003,00005,00001,00005
00003,00012,00003,00006
00009,00012,00006,00009
00013,00020,00011,00010
00013,00022,00011,00010
00013,00025,00011,00010
00013,00028,00011,00010
00013,00030,00011,00010
00013,00032,00011,00010
00016,00035,00017,00012
00013,00030,00015,00011
00014,00021,00013,00010
00009,00016,00008,00008
00007,00010,00004,00007
00007,00007,00004,00007
00007,00003,00004,00007
00007,00001,00004,00007
00007,00002,00004,00007
00007,00004,00004,00007
00002,00005,00002,00005
00000,00002,00000,00002
00000,00001,00000,00004
00002,00001,-0002,00002
00002,00001,-0001,00003
00001,00001,-0001,00001
-0001,00000,-0001,00003
-0002,00000,-0001,00000
00000,00000,00000,00002
00001,00001,-0001,00001
00000,00001,-0001,00002
00001,00000,-0001,00000
00000,00000,-0001,00001
00001,00000,-0002,00002
00002,-0001,00000,00003
00003,00001,-0002,00002
00001,00002,-0001,00002
00000,00001,00000,00003
-0002,00001,-0002,00001
00000,00000,-0001,00002
00003,00004,-0003,00003
00002,00000,-0001,00001
00000,00001,00000,00003
00000,00001,-0001,00001
00001,00000,-0002,00000
00000,00002,-0002,00002
00002,00003,-0001,00002
