delta1,delta2,delta3,delta4
00001,00002,00001,00002
00001,-0001,00001,00003
00001,00000,00000,00004
00001,00000,00001,00002
00002,00004,00002,00002
00000,00001,00001,00004
00002,00002,00001,00004
00004,00002,00002,00007
00005,00009,00005,00009
00007,00007,00008,00013
00010,00010,00014,00014
00014,00013,00021,00015
00014,00013,00019,00015
00013,00018,00021,00019
00013,00018,00023,00019
00013,00018,00022,00019
00013,00018,00023,00019
00013,00018,00025,00019
00013,00018,00022,00019
00014,00017,00022,00018
00011,00011,00016,00016
00010,00009,00010,00014
00010,00009,00011,00014
00010,00009,00008,00014
00010,00009,00007,00014
00010,00009,00003,00014
00010,00009,00005,00014
00007,00006,00002,00000
00004,00002,00001,00006
00004,00001,00001,00005
00003,00002,00001,00003
00001,00000,00001,00005
00001,00002,00000,00002
00001,00002,00001,00004
00002,00002,00000,00003
00003,00000,00001,00003
00000,00002,00000,00002
00000,00001,00001,00005
00001,00001,00000,00004
00003,00001,00000,00002
00001,00001,00000,00002
00002,00002,00000,00003
00001,00002,00000,00004
00003,00002,00001,00005
00004,00008,00004,00006
00007,00006,00008,00010
00008,00009,00007,00009
00007,00010,00007,00012
00009,00009,00006,00011
00009,00007,00005,00011
00009,00007,00004,00009
00003,00009,00006,00008
00005,00006,00001,00006
00003,00003,00002,00004
00001,00002,00002,00005
