delta1,delta2,delta3,delta4
00002,00003,00000,00003
-0001,00001,00000,00002
00001,00000,00000,00001
00001,00001,-0001,00002
-0001,00000,00000,00003
00001,00001,-0001,00001
-0001,-0001,-0002,00001
-0001,00000,-0002,00001
00002,00000,-0001,00000
00000,00001,-0001,00001
00001,00002,-0001,00002
00001,00002,00000,00002
00004,00003,00001,00006
00011,00012,00011,00015
00025,00024,00032,00032
00029,00028,00039,00039
00031,00029,00040,00040
00029,00030,00042,00040
00029,00028,00041,00041
00026,00028,00036,00038
00022,00023,00029,00031
00016,00017,00014,00019
00016,00017,00012,00019
00016,00017,00009,00019
00016,00017,00005,00019
00016,00017,00005,00019
00016,00017,00005,00019
00008,00004,00005,00010
00005,00006,00005,00007
00008,00003,00005,00009
00004,00005,00005,00007
00005,00003,00005,00006
00004,00003,00005,00004
00003,00001,00000,00006
00004,00002,00000,00004
00001,00002,00000,00003
00000,-0002,00000,00005
00002,00001,-0001,00003
00005,-0001,-0002,00004
00000,-0001,-0001,00001
00003,00001,-0001,00001
00002,00000,-0002,00002
00001,00000,-0002,00002
00000,00002,00001,00002
00001,00000,-0002,00003
00001,-0001,-0001,00002
00002,00001,-0001,00003
00002,00001,-0002,00000
00000,00000,-0002,00000
-0001,-0001,-0002,00002
-0001,00000,-0002,00002
00000,00000,-0002,00001
-0003,00001,00000,00003
00003,00002,-0002,00001
-0001,00003,-0002,00003
