delta1,delta2,delta3,delta4
00000,00002,-0002,00003
-0001,00001,00000,00002
00001,00001,00000,00002
00002,00002,-0001,00002
00000,00001,00000,00002
00000,00001,-0001,00002
00002,00000,00000,00002
00001,00001,00000,00002
00003,00002,00000,00003
00000,00000,00000,00004
00003,00002,00000,00003
00004,00001,00002,00008
00009,00004,00004,00010
00016,00010,00009,00016
00024,00013,00017,00024
00027,00013,00017,00027
00030,00013,00017,00027
00030,00013,00017,00028
00028,00013,00017,00025
00026,00013,00017,00026
00025,00014,00017,00026
00019,00014,00012,00019
00011,00008,00007,00013
00011,00008,00007,00015
00014,00008,00007,00011
00010,00008,00007,00011
00009,00008,00007,00011
00008,00008,00007,00010
00011,00006,00004,00010
00006,00005,00003,00008
00006,00004,00001,00005
00004,00004,00002,00008
00003,00002,00000,00004
00005,00003,00001,00003
00003,00001,00001,00002
00003,00002,-0001,-0001
00003,00002,-0001,00001
-0001,00000,-0001,00001
00002,00001,-0001,00002
00001,00002,00000,00002
00000,00000,00000,00002
00002,00002,-0001,-0001
00001,00000,-0002,00000
-0002,00001,00001,00003
00001,00000,00000,00002
00000,00000,-0001,00000
00001,00001,-0001,00003
00003,00001,-0001,00001
00000,00001,-0001,00001
-0002,00001,00000,00001
00000,00001,00001,00002
00001,00000,00000,00002
00001,00001,-0001,00001
-0001,-0001,-0001,00002
00002,00004,-0001,00002
