delta1,delta2,delta3,delta4
-0001,00002,-0001,00002
-0001,00002,00000,00002
-0001,00000,00000,00003
00000,00000,00000,00003
00001,00001,00000,00003
00005,00000,00001,00004
-0001,00000,-0001,00003
00002,00001,00000,00003
00004,00001,00000,00002
00003,00003,00002,00005
00005,00006,00003,00006
00007,00006,00005,00008
00009,00008,00010,00011
00009,00011,00018,00018
00012,00013,00026,00027
00012,00013,00031,00030
00012,00013,00033,00033
00012,00013,00036,00037
00012,00013,00038,00035
00012,00013,00040,00037
00018,00015,00040,00038
00013,00012,00042,00040
00017,00015,00041,00038
00015,00014,00041,00038
00014,00012,00039,00036
00012,00012,00033,00035
00013,00010,00034,00031
00011,00012,00028,00027
00012,00009,00022,00023
00007,00011,00018,00019
00006,00012,00015,00017
00006,00012,00012,00017
00006,00012,00011,00017
00006,00012,00004,00017
00006,00012,00005,00017
00006,00012,00009,00017
00006,00004,00005,00010
00006,00004,00005,00008
00006,00004,00005,00008
00006,00004,00005,00008
00006,00004,00005,00005
00006,00004,00005,00006
00003,00003,00001,00005
00002,00002,00000,00003
00002,00002,00001,00004
00001,00004,00003,00003
00000,00000,00000,00003
00003,00002,00000,00005
00002,00000,00000,00002
00001,00001,00002,00003
00001,00001,00000,00003
00001,-0001,00000,00002
00001,00001,00000,00003
00001,00002,00000,00001
00000,00001,-0001,00002
