delta1,delta2,delta3,delta4
00001,00001,-0001,00002
00001,00001,00000,00003
00003,00001,00000,00002
-0002,00001,-0001,00001
-0001,00001,00000,00002
00003,00001,00000,00001
00001,00000,00000,00000
00002,-0001,00001,00003
00000,00000,00000,00003
00005,00002,00000,00002
00002,00002,00002,00006
00006,00006,00005,00009
00014,00014,00015,00018
00020,00016,00022,00020
00019,00016,00023,00021
00019,00016,00021,00021
00019,00016,00028,00030
00019,00016,00019,00018
00018,00015,00016,00017
00014,00010,00010,00013
00011,00008,00006,00013
00008,00004,00003,00008
00004,00005,00003,00008
00005,00005,00003,00006
00003,00003,00002,00007
00003,00002,00002,00004
00001,00002,00001,00004
00001,00001,00000,00005
00001,00004,00001,00001
00003,00002,00001,00002
00003,00001,-0001,00003
00003,00002,-0002,00000
00000,00002,-0001,00002
-0001,00001,-0001,00002
00002,-0001,-0001,-0002
00001,00001,-0001,00001
00000,-0002,-0001,00002
00002,00000,00000,00001
00003,00001,-0001,00002
00003,00000,00000,00002
00000,00000,00000,00002
-0001,-0002,-0003,00000
-0001,00001,-0002,00000
00002,00000,-0001,00002
00004,00001,-0001,00001
00000,00001,00000,00002
00001,00001,-0002,00000
00001,00003,00001,00001
00002,00000,00000,00002
00000,-0001,-0002,00002
00001,00001,-0001,00001
00002,00001,-0002,-0001
00001,00001,-0001,00001
00002,00000,00000,00002
00000,00001,-0001,00001
