delta1,delta2,delta3,delta4
-0002,00001,-0001,00002
00000,00002,00000,00001
00000,00000,-0002,00000
-0001,00001,00000,00002
-0001,00002,-0001,00002
00001,00000,00000,00002
00001,00002,-0002,00002
00002,00001,-0001,00003
00002,-0001,-0002,00003
00003,00002,00001,00005
00006,00006,00003,00006
00011,00005,00005,00012
00015,00009,00009,00014
00015,00012,00019,00016
00015,00017,00023,00021
00015,00017,00021,00024
00015,00017,00021,00024
00015,00017,00022,00022
00015,00017,00019,00020
00020,00022,00007,00017
00010,00010,00007,00017
00007,00005,00005,00010
00004,00002,00004,00009
00003,00002,00001,00006
00002,00005,-0001,00004
00000,00003,00001,00004
00003,00001,-0001,00002
00000,00002,-0001,00003
00001,00000,-0001,00001
00002,00002,-0002,00003
00000,00001,-0002,00001
00001,00001,-0007,00001
-0001,-0001,-0003,00000
-0001,00001,-0002,00000
00000,-0003,00000,00002
00001,00000,-0001,00003
00001,-0001,-0001,00002
-0001,00000,-0001,00002
00001,00001,-0001,00001
-0001,00000,-0001,00001
00003,00001,-0002,00002
00002,00003,00000,00006
00000,-0001,-0002,00001
00001,00001,-0002,00003
00002,00001,-0002,00001
-0002,00001,-0002,00003
00000,00001,-0001,00000
-0001,-0001,-0001,00001
-0001,00000,-0004,00004
00000,00000,-0001,00001
00000,00000,00000,00002
00000,00001,00000,00002
-0003,-0001,-0001,00003
00000,00000,00000,00005
00002,00001,-0001,00001
