delta1,delta2,delta3,delta4
-0001,00000,00001,00002
00000,00000,-0001,00002
-0001,00001,-0001,00002
00002,00000,-0002,00000
00000,00000,00000,00003
00000,00001,00000,00002
00000,00000,-0002,00002
00004,00001,-0002,00002
-0001,00004,-0001,00002
00001,00001,-0001,00003
00002,00002,00001,00004
00004,00003,00001,00005
00014,00006,00006,00015
00022,00013,00014,00021
00022,00013,00014,00027
00022,00013,00014,00026
00026,00013,00014,00025
00021,00013,00014,00024
00019,00013,00014,00024
00017,00015,00014,00021
00014,00008,00007,00015
00014,00008,00007,00011
00014,00008,00007,00010
00014,00008,00007,00012
00014,00008,00007,00010
00014,00008,00007,00008
00005,00006,00003,00008
00004,00003,00002,00003
00003,00003,00000,00005
00004,00002,00000,00005
00002,00003,00000,00002
00001,00001,-0001,00002
-0001,00001,00000,00002
00000,00001,00000,00002
00000,00001,-0001,00004
00000,00005,-0001,00002
00000,00002,00000,00003
00001,00002,-0002,00001
-0001,00001,-0001,00003
00001,00001,-0001,00001
00001,00002,-0002,00001
00000,00002,-0001,00002
-0001,00001,-0002,00003
-0001,-0003,-0003,00004
-0002,00002,-0001,00001
-0002,-0001,-0001,00002
00002,00000,-0001,00003
-0001,00001,-0002,00002
00001,00001,-0001,00002
00001,00001,-0001,00001
-0001,-0001,-0003,00001
00000,-0001,-0001,00002
00001,00000,00000,00003
00000,00001,-0001,00001
-0001,00000,-0001,00001
