delta1,delta2,delta3,delta4
00000,-0001,-0002,00002
-0001,00004,-0001,00002
00000,00000,00000,00002
-0001,-0002,00001,00002
-0001,00000,-0001,00003
00002,00000,-0001,00002
00000,00000,-0001,00001
00002,00001,-0001,00002
00001,00002,00001,00002
-0001,00001,00000,00002
00002,00002,00001,00004
00004,00004,00002,00006
00007,00007,00004,00010
00011,00008,00009,00010
00013,00020,00022,00027
00013,00017,00028,00025
00013,00017,00032,00026
00013,00017,00035,00029
00013,00017,00037,00029
00013,00017,00037,00032
00015,00019,00038,00031
00018,00019,00031,00018
00014,00015,00021,00020
00008,00009,00010,00015
00008,00009,00008,00014
00008,00009,00008,00012
00008,00009,00005,00011
00008,00009,00006,00010
00008,00009,00003,00008
00003,00000,00001,00008
00003,00004,-0001,00004
00003,00004,00001,00004
00000,00000,-0002,00002
00000,00000,-0002,00002
00000,00001,00000,00004
-0002,00002,00000,00002
00000,00001,00000,00002
00002,-0001,-0001,00001
00002,00000,00000,00001
-0001,00000,00003,00002
00001,00000,00000,00002
00001,00001,-0002,00001
-0001,00000,-0001,00002
00000,00001,-0001,00000
00002,00000,-0001,00001
00002,00001,-0001,00001
00000,00001,-0001,00002
-0002,00000,-0001,00002
00002,00001,-0001,00001
00000,-0001,-0002,00002
00000,-0001,-0003,00001
00003,00002,00000,00003
00000,00001,00000,00002
00005,00000,00000,00001
-0001,00000,-0001,00002
