delta1,delta2,delta3,delta4
00001,00001,00000,00002
00003,00002,-0001,00003
00002,00001,00001,00002
00001,00002,00001,00002
00001,00002,00000,00002
00004,00002,00000,00002
00001,00004,00001,00003
00000,00005,00001,00002
00007,00003,00000,00003
00002,00005,00002,00008
00008,00005,00005,00007
00012,00011,00008,00013
00015,00011,00015,00020
00015,00011,00015,00018
00018,00014,00021,00023
00018,00014,00021,00025
00018,00014,00020,00026
00018,00014,00020,00020
00018,00014,00019,00020
00018,00014,00019,00023
00018,00014,00019,00020
00017,00015,00020,00021
00017,00015,00018,00019
00016,00015,00017,00018
00013,00013,00016,00018
00011,00012,00011,00016
00010,00010,00008,00012
00006,00006,00005,00007
00005,00003,00003,00006
00003,00003,00002,00006
00004,00004,00001,00004
00003,00002,-0001,00001
00000,00004,00001,00002
-0001,00003,00000,00001
00001,00002,00000,00001
00002,00003,00001,00003
00000,00004,00001,00001
00000,00002,-0001,00002
-0003,00003,-0004,00002
00000,00001,00000,00000
00000,00001,00000,00000
00000,00002,-0001,00000
00000,00000,-0002,00002
-0001,00000,-0001,00002
00001,00001,-0001,00002
00001,00000,00001,00002
-0002,00001,00001,00001
-0003,00001,-0003,-0001
-0001,00000,-0001,00002
00000,00002,-0001,00001
00000,00000,00000,00000
-0001,00000,-0001,00001
00000,00002,-0001,00000
00000,00001,-0001,00001
00001,00002,-0001,00001
