delta1,delta2,delta3,delta4
00002,00000,-0002,00003
00001,00001,-0002,00003
00003,00004,00001,00002
00001,00000,-0002,00002
00000,00002,-0001,00002
-0001,-0001,-0002,00002
-0001,00001,-0001,-0002
00002,00002,-0002,00001
00001,00000,-0001,00001
00004,00002,00000,00005
00000,00004,00000,00004
00005,00006,00005,00009
00011,00009,00009,00015
00010,00015,00019,00021
00010,00015,00019,00023
00010,00015,00019,00023
00010,00015,00019,00023
00010,00015,00019,00025
00010,00015,00019,00027
00017,00015,00025,00026
00017,00015,00025,00026
00017,00015,00024,00026
00017,00015,00022,00026
00017,00015,00019,00026
00008,00009,00014,00017
00005,00006,00005,00011
00005,00006,00005,00011
00005,00006,00005,00009
00005,00006,00005,00007
00005,00006,00005,00006
00005,00006,00005,00005
00004,00001,00000,00004
00004,00002,00000,00003
00000,00002,00000,00004
00000,00002,00000,00004
00002,00002,00000,00003
00000,00000,-0001,00002
00000,-0002,00000,00003
-0001,00001,-0001,00003
-0001,00000,-0001,00003
00000,00001,-0002,00002
00000,-0001,-0002,00000
-0002,00001,-0002,00004
00000,00001,-0001,00002
00000,00000,00000,00002
-0002,-0003,00000,00003
00001,00001,-0001,00001
-0002,-0001,-0001,00002
00001,00000,-0001,00002
-0001,00000,00000,00002
00000,00001,-0001,00004
00001,00000,00000,00002
00000,-0001,00000,00002
00000,00001,-0001,00003
00000,00000,-0001,00002
