delta1,delta2,delta3,delta4
00003,00002,00000,00003
00003,00001,00001,00003
00002,00003,00000,00004
00004,00004,00002,00007
00002,00003,00001,00007
00005,00006,00004,00010
00007,00005,00008,00010
00008,00006,00010,00015
00010,00010,00011,00018
00012,00013,00016,00019
00013,00012,00020,00021
00013,00012,00018,00022
00013,00012,00018,00022
00013,00012,00018,00019
00015,00013,00023,00022
00015,00013,00020,00023
00015,00013,00020,00022
00015,00013,00017,00022
00015,00013,00017,00022
00015,00013,00017,00022
00016,00016,00018,00023
00013,00011,00016,00020
00011,00009,00015,00018
00009,00009,00012,00015
00009,00009,00012,00017
00008,00008,00010,00014
00008,00008,00010,00015
00008,00008,00010,00013
00008,00008,00010,00012
00008,00008,00010,00013
00008,00008,00010,00012
00008,00008,00006,00010
00008,00007,00004,00008
00005,00007,00003,00005
00004,00004,00001,00006
00003,00002,00003,00007
00003,00001,00002,00004
00000,00001,00004,00005
00000,00001,00000,00004
00001,00002,00000,00003
00001,00001,00000,00003
00002,00001,00000,00003
00002,00001,00000,00004
-0001,00002,00000,00004
00000,00001,00001,00005
-0001,-0001,00002,00003
-0002,00001,00001,00003
00001,-0001,-0001,00003
-0002,-0001,00001,00001
-0001,-0001,00000,00001
-0001,-0001,-0001,00003
00000,00001,00000,00002
00002,00001,-0001,00003
00000,00000,00000,00001
00000,00002,00001,00004
