delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,0001,-001,-001,0000,0000,0001,0002
0001,0000,0001,0001,-001,0000,0000,0001,0001
0001,0000,0001,-001,0000,0001,0002,0001,0001
0000,0000,0002,0000,0000,0001,0002,0001,0002
0000,0000,0002,0000,0001,0001,0001,0001,0002
0000,0001,0003,0000,0001,0002,0001,0000,0001
0001,0000,0001,0000,0001,0002,0001,0003,0001
0001,0001,0004,0001,0001,0002,0002,0002,0001
0001,0000,0000,0000,0002,0001,0002,0003,0002
0003,0001,0004,0001,0002,0001,0001,0003,0003
0004,0003,0004,0002,0004,0003,0001,0003,0003
0004,0005,0004,0002,0006,0003,0003,0006,0004
0004,0013,0004,0002,0010,0003,0003,0008,0004
0004,0019,0004,0003,0018,0006,0003,0009,0006
0005,0028,0006,0004,0021,0007,0004,0014,0008
0006,0034,0006,0006,0027,0008,0004,0015,0008
0006,0036,0006,0006,0027,0008,0004,0015,0008
0006,0036,0006,0006,0027,0008,0004,0015,0008
0006,0035,0006,0006,0027,0008,0004,0015,0008
0006,0034,0006,0006,0027,0008,0004,0015,0008
0006,0034,0006,0006,0028,0008,0004,0015,0008
0006,0034,0006,0006,0028,0008,0004,0015,0008
0005,0032,0005,0005,0026,0007,0004,0016,0008
0005,0025,0004,0004,0023,0005,0004,0016,0007
0004,0022,0004,0004,0019,0005,0004,0016,0006
0004,0019,0006,0003,0018,0005,0002,0013,0006
0004,0019,0006,0003,0017,0005,0002,0013,0006
0004,0016,0006,0003,0015,0005,0002,0013,0006
0004,0016,0006,0003,0015,0005,0002,0013,0006
0004,0014,0006,0003,0013,0005,0002,0013,0006
0004,0013,0006,0003,0013,0005,0002,0013,0006
0004,0013,0006,0003,0013,0005,0002,0013,0006
0003,0010,0004,0003,0008,0002,0002,0007,0005
0003,0009,0004,0002,0007,0002,0002,0006,0005
0003,0008,0004,0002,0005,0004,0003,0006,0005
0003,0004,0004,0002,0003,0004,0004,0005,0003
0002,0004,0004,0002,0003,0004,0004,0004,0003
0000,0002,0004,0002,0001,0002,0003,0004,0002
0000,0002,0000,0001,0001,0000,0001,0004,0002
0001,0003,0000,0001,0001,0000,0001,0002,0002
0002,0003,0000,0001,0000,0000,0003,0002,0001
0002,0002,0002,0001,0000,-003,0003,0002,0001
0002,0001,0002,0001,0000,-003,0001,0002,0001
0001,0001,0002,0001,0000,0000,0000,0000,0002
0001,0001,0000,0000,0000,0000,0000,0002,0003
0003,0001,0000,-001,0000,0000,0001,0001,0003
0003,0001,0000,-001,0000,-002,0001,0001,0003
-001,0001,0001,0001,0000,0000,0000,0001,0002
-001,0001,0001,0001,0000,0000,0000,-001,0001
-001,0000,0001,0001,0000,0000,0000,-001,0001
0002,0000,0001,0001,-001,-001,0001,0002,0002
0002,0001,0001,0001,-001,-001,-002,0002,0002
0002,0001,0002,0001,0000,-001,0001,0000,0002
0001,0000,0002,0001,0000,-002,0001,0000,0002
0001,0000,0002,0001,0001,-002,0001,0000,0003
