delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,0001,0000,0001,0000,-002,0000,0002
-001,0001,0000,0000,0000,-001,-001,0000,0003
-002,0000,0000,-001,0000,-001,0001,0002,0003
-002,0000,-001,-001,0000,0001,0001,0002,0003
-001,0000,0001,-001,0001,0001,-001,0002,0002
-001,0000,0000,-001,0001,0001,-001,0002,0002
0000,-001,0000,-001,0002,0002,-001,-001,0002
0001,0000,0000,-001,0002,0002,-001,0002,0003
0001,0001,0002,0000,0002,0002,-001,0002,0003
0003,0001,0002,0001,0004,0002,-001,0004,0003
0001,0003,0002,0001,0004,0005,-001,0006,0005
0003,0006,0002,0002,0008,0005,0000,0007,0006
0002,0013,0004,0002,0014,0007,0000,0010,0006
0002,0015,0004,0003,0019,0008,0000,0013,0007
0002,0022,0005,0003,0023,0008,0000,0017,0008
0001,0023,0005,0003,0028,0008,0001,0019,0009
0000,0023,0003,0002,0028,0008,0001,0022,0009
0000,0023,0003,0002,0028,0008,0001,0022,0009
0000,0023,0003,0002,0026,0008,0001,0022,0009
0000,0023,0003,0002,0026,0008,0001,0022,0009
0000,0023,0003,0002,0026,0008,0001,0022,0009
0000,0023,0003,0002,0026,0008,0001,0022,0009
0001,0023,0004,0002,0025,0009,0000,0020,0009
0003,0022,0004,0003,0023,0009,-001,0017,0009
0003,0020,0004,0003,0020,0009,-001,0013,0009
0002,0017,0003,0002,0016,0009,0001,0012,0008
0002,0013,0002,0002,0014,0009,0002,0009,0008
0002,0013,0002,0002,0011,0009,0002,0009,0008
0002,0013,0002,0002,0011,0009,0002,0009,0008
0002,0013,0002,0002,0010,0009,0002,0009,0008
0002,0013,0002,0002,0009,0009,0002,0009,0008
0002,0013,0002,0002,0008,0009,0002,0009,0008
0002,0007,0003,0002,0006,0006,0002,0005,0005
0001,0006,0003,0002,0004,0005,0001,0004,0003
0002,0002,0001,0002,0003,0003,0001,0003,0003
0001,0000,0001,0000,0003,0003,0001,0002,0001
0001,-001,0001,0000,0002,0002,0000,0001,0001
0000,-001,0001,0000,0002,0003,0000,0001,0001
0000,0001,-001,0000,0002,0003,0000,0001,0001
0000,0001,0000,0000,0002,0003,0000,0001,0002
0000,-001,-001,0000,0002,0000,0000,0001,0002
0000,-001,0000,-001,-001,-001,-001,0001,0002
0000,-001,0001,-001,-001,-001,-001,0001,0002
0000,-002,0001,-001,0000,0000,-001,0001,0001
0001,-002,0001,0001,0000,0000,0000,0001,0001
0001,-002,0000,0000,0000,0001,0000,0001,0000
0000,-002,0002,0001,0000,0002,-001,0002,0000
0000,-002,0001,0001,0000,0002,-001,0000,0000
0000,0000,0002,0001,0000,0002,-001,0000,0000
-002,0000,0001,0001,0001,0002,-004,-001,0002
-002,-001,0000,0000,0001,0002,-002,0000,0001
-001,-001,-001,0000,0001,0002,-002,0000,0001
0000,-001,-001,0000,0001,0002,-002,0000,0001
-001,-001,-001,0000,0001,0001,-002,0001,0002
0000,0000,0000,0000,0000,0001,-003,0000,0002
