delta0,delta1,delta2,delta3,delta4
0013,0014,0033,0041,0036
0013,0014,0033,0041,0036
0020,0023,0047,0067,0057
0020,0023,0056,0096,0071
0020,0023,0073,0120,0071
0009,0008,0084,0125,0095
0009,0008,0100,0159,0110
0009,0008,0104,0173,0110
0009,0008,0118,0188,0140
0027,0025,0155,0231,0147
0027,0025,0155,0231,0147
0019,0016,0104,0164,0090
0018,0016,0078,0105,0069
0018,0016,0054,0065,0056
-007,-013,0035,0023,0024
-007,-013,0034,0023,0024
-007,-013,0034,0023,0024
-007,-013,0013,0016,0016
0004,0004,0013,0012,0016
0004,0004,0013,0012,0016
0002,0002,0009,0007,0002
0002,0002,0009,0007,0002
0002,0002,0009,0007,0002
0005,0001,0002,0002,0001
0005,0001,0002,0002,0001
0005,0001,0002,0002,0001
-004,0005,0001,0003,0006
-004,0005,0001,0003,0006
-004,0005,0001,0003,0006
0000,0004,-001,0001,0003
