delta0,delta1,delta2,delta3,delta4
0011,0016,0035,0045,0037
0020,0019,0039,0050,0050
0021,0025,0056,0086,0064
0021,0025,0071,0113,0085
0019,0019,0072,0117,0088
0019,0019,0084,0139,0111
0019,0019,0084,0139,0111
0019,0019,0086,0137,0106
0026,0024,0078,0132,0101
0026,0024,0078,0125,0090
0018,0019,0060,0089,0061
0018,0019,0054,0082,0061
0018,0019,0049,0066,0052
0006,0004,0033,0041,0033
0006,0004,0033,0036,0033
0006,0004,0033,0036,0033
0006,0004,0022,0023,0022
0007,0006,0022,0021,0013
0007,0006,0022,0021,0013
0001,0003,0020,0012,0011
0001,0002,0017,0006,0009
0001,0002,0017,0006,0009
0003,0002,0008,0004,0008
0005,0006,0008,0004,0008
0005,0006,0008,0004,0008
0004,0005,0004,0003,0008
0003,0003,0004,0003,0007
0003,0003,0004,0003,0007
0002,0003,0009,0005,0007
0000,0004,0009,0005,0007
