delta0,delta1,delta2,delta3,delta4
0009,0016,0033,0038,0039
0009,0016,0034,0047,0040
0009,0016,0038,0048,0041
0021,0024,0055,0092,0071
0021,0024,0065,0112,0085
0019,0021,0081,0128,0092
0019,0021,0094,0150,0121
0019,0021,0097,0170,0124
0019,0021,0107,0170,0129
0027,0028,0111,0172,0126
0027,0028,0111,0172,0126
0023,0022,0083,0123,0088
0019,0018,0070,0110,0078
0019,0017,0051,0088,0057
0015,0013,0033,0036,0028
0015,0013,0032,0032,0027
0015,0013,0016,0026,0023
0015,0013,0015,0019,0017
0015,0013,0015,0016,0013
0007,0010,0015,0016,0013
0004,0003,0018,0008,0012
-003,0000,0012,0007,0007
-003,0000,0012,0007,0007
-003,0000,0012,0007,0007
-005,0000,0006,0011,0008
-005,0000,0006,0011,0008
-005,0000,0006,0007,0008
-001,0003,0003,0007,0008
-001,0003,0003,0007,0008
-001,0003,0003,0004,0007
