delta0,delta1,delta2,delta3,delta4
0014,0017,0034,0038,0033
0014,0017,0034,0038,0033
0020,0020,0040,0051,0052
0020,0020,0051,0077,0057
0020,0020,0063,0112,0066
0010,0006,0075,0119,0098
0010,0006,0087,0145,0111
0010,0006,0087,0149,0111
0010,0006,0102,0170,0136
0032,0030,0128,0201,0144
0032,0030,0167,0269,0162
0036,0026,0167,0269,0179
0036,0026,0160,0261,0162
0036,0026,0134,0206,0156
0021,0015,0062,0100,0057
0021,0015,0053,0070,0055
0022,0018,0044,0051,0047
0022,0018,0027,0025,0023
0022,0018,0027,0025,0023
0022,0018,0027,0025,0023
0008,0001,0019,0014,0011
0008,0001,0019,0014,0011
0008,0001,0019,0014,0011
0005,-001,0013,0004,0004
0005,-001,0013,0004,0004
0005,-001,0013,0004,0004
0002,0000,0003,0001,0005
0002,0000,0003,0001,0005
0002,0000,0003,0001,0005
0001,0002,0003,0003,0004
