delta0,delta1,delta2,delta3,delta4
0011,0015,0036,0051,0042
0011,0015,0036,0051,0042
0020,0017,0041,0067,0056
0020,0017,0058,0090,0069
0020,0017,0067,0112,0069
0001,0000,0070,0117,0093
0001,0000,0095,0149,0115
0001,0000,0095,0149,0115
0001,0000,0100,0163,0111
0022,0018,0100,0163,0111
0022,0018,0100,0163,0111
0023,0018,0100,0167,0121
0023,0018,0120,0185,0128
0023,0018,0120,0185,0128
0024,0021,0086,0143,0082
0024,0013,0079,0128,0074
0024,0013,0052,0081,0056
0006,0002,0020,0020,0016
0006,0002,0019,0017,0013
0006,0002,0019,0017,0013
0006,0002,0012,0008,0005
0006,0002,0012,0008,0005
0005,0002,0012,0008,0005
-002,0000,0006,0001,0000
-002,0000,0000,0001,0000
-002,0000,0000,0001,0000
0001,-003,0000,0001,0002
0001,-003,-002,-001,0001
0001,-003,-002,-001,0001
0001,-002,-002,-004,-001
