delta0,delta1,delta2,delta3,delta4
0001,-003,0020,0033,0018
0006,0007,0053,0085,0055
0011,0012,0057,0093,0071
0011,0012,0088,0152,0093
0033,0037,0172,0271,0180
0033,0037,0192,0305,0187
0033,0037,0257,0391,0218
0033,0037,0260,0391,0218
0016,0013,0260,0370,0198
0016,0013,0118,0181,0112
0016,0011,0073,0107,0075
-001,-004,0028,0026,0011
-004,-010,0019,0026,0011
-004,-010,0013,0014,0001
-004,-010,-001,-002,-010
-004,-010,-001,-002,-010
-004,-010,-003,-002,-010
-009,-010,-005,-012,-019
-009,-010,-005,-012,-019
-009,-010,-005,-012,-019
-012,-013,-013,-013,-018
-012,-013,-013,-013,-018
-012,-013,-013,-013,-018
-011,-013,-014,-013,-018
-011,-013,-014,-013,-018
-011,-013,-014,-013,-018
-012,-011,-012,-017,-025
-012,-011,-012,-017,-025
-012,-011,-012,-017,-025
-015,-013,-015,-015,-024
