delta0,delta1,delta2,delta3,delta4
0010,0018,0032,0041,0038
0010,0018,0032,0041,0038
0016,0023,0047,0064,0055
0016,0023,0047,0072,0057
0016,0023,0047,0072,0057
0020,0017,0038,0049,0042
0020,0017,0038,0049,0042
0020,0017,0038,0049,0042
0009,0013,0022,0031,0028
0009,0013,0022,0027,0028
0009,0013,0022,0027,0028
0007,0004,0007,0010,0009
0007,0004,0007,0010,0009
0007,0004,0007,0010,0009
-001,0004,0006,0000,0004
-001,0004,0006,0000,0004
-001,0004,0006,0000,0004
0001,0003,0000,0003,0007
0001,0003,0000,0003,0007
0001,0003,0000,0003,0007
-001,0002,0000,0002,0002
-001,0002,0000,0002,0002
-001,0002,0000,0002,0002
0002,-002,0001,-001,-002
0002,-002,0001,-001,-002
0002,-002,0001,-001,-002
-001,0000,0004,-002,0001
-001,0000,0004,-002,0001
-001,0000,0004,-002,0001
0001,-001,-003,-003,-004
