delta0,delta1,delta2,delta3,delta4
0014,0017,0039,0050,0046
0015,0017,0049,0067,0059
0022,0023,0050,0080,0061
0028,0031,0077,0120,0102
0039,0042,0106,0176,0149
0039,0042,0112,0187,0151
0039,0042,0132,0221,0174
0039,0042,0141,0234,0190
0051,0042,0145,0237,0190
0054,0038,0145,0237,0188
0054,0038,0123,0194,0153
0028,0022,0081,0123,0090
0022,0022,0055,0076,0062
0017,0016,0041,0049,0043
0007,0000,0025,0025,0020
0007,0000,0025,0025,0020
0007,0000,0025,0025,0020
0007,0000,0021,0014,0013
0007,0006,0021,0014,0013
0006,0006,0021,0014,0013
0005,0004,0009,0005,0010
0004,0004,0009,0005,0010
0004,0004,0009,0005,0010
0004,0005,0011,0010,0010
0004,0005,0011,0009,0010
0004,0005,0011,0009,0010
0004,0006,0007,0004,0008
0004,0006,0007,0004,0008
0004,0006,0007,0004,0008
0003,0008,0005,0006,0007
