delta0,delta1,delta2,delta3,delta4
0013,0017,0029,0037,0037
0013,0017,0029,0038,0037
0019,0018,0041,0043,0046
0020,0018,0048,0056,0057
0020,0019,0052,0074,0060
0024,0025,0055,0075,0064
0026,0030,0066,0103,0079
0033,0031,0076,0121,0089
0033,0031,0080,0125,0107
0033,0031,0094,0148,0115
0033,0031,0101,0166,0117
0033,0031,0103,0167,0122
0029,0031,0103,0166,0117
0028,0031,0096,0147,0112
0024,0022,0071,0116,0075
0023,0022,0068,0099,0073
0022,0022,0055,0070,0058
0009,0009,0037,0041,0030
0009,0009,0034,0037,0030
0009,0009,0033,0035,0030
0009,0009,0027,0020,0024
0010,0012,0027,0020,0024
0010,0012,0027,0019,0024
0006,0004,0021,0009,0010
0006,0004,0021,0009,0010
0006,0004,0021,0009,0010
0005,0005,0018,0013,0007
0005,0005,0018,0013,0007
0005,0005,0018,0013,0007
0007,0009,0015,0005,0009
