delta0,delta1,delta2,delta3,delta4
0010,0013,0035,0044,0041
0010,0013,0037,0044,0041
0016,0018,0046,0072,0057
0016,0019,0052,0073,0063
0016,0019,0053,0083,0067
0023,0026,0076,0119,0094
0023,0026,0077,0128,0103
0023,0026,0077,0131,0103
0023,0026,0099,0154,0122
0023,0026,0100,0158,0128
0028,0026,0107,0176,0128
0028,0024,0107,0176,0128
0028,0024,0105,0172,0123
0024,0024,0077,0116,0088
0021,0016,0065,0098,0072
0015,0012,0038,0051,0038
0007,0003,0034,0036,0029
0007,0003,0024,0027,0021
0007,0003,0018,0017,0011
0007,0003,0018,0017,0011
0007,0003,0011,0007,0008
0003,-001,0010,0004,0005
0003,-001,0010,0004,0005
0001,0000,0003,0004,0005
0001,0000,0001,0004,0001
0001,0000,0001,0004,0001
0000,0000,0003,-002,0001
0000,0000,0003,-002,0000
0000,0000,0003,-002,0000
-001,0000,0001,-003,-002
