delta0,delta1,delta2,delta3,delta4
0013,0014,0030,0034,0034
0013,0014,0030,0034,0034
0013,0014,0033,0037,0035
0014,0019,0038,0047,0043
0014,0019,0039,0059,0046
0017,0023,0046,0062,0053
0024,0030,0063,0095,0073
0024,0030,0082,0129,0105
0021,0024,0100,0164,0122
0021,0024,0128,0203,0155
0021,0024,0134,0222,0155
0021,0024,0139,0224,0164
0031,0035,0134,0222,0154
0031,0035,0130,0200,0148
0025,0028,0097,0148,0103
0021,0021,0077,0116,0087
0021,0021,0057,0082,0059
0011,0011,0036,0040,0030
0011,0011,0032,0033,0026
0011,0011,0028,0031,0026
0011,0011,0023,0022,0016
0011,0011,0018,0019,0013
0001,0004,0018,0019,0013
0001,0004,0017,0010,0009
-003,0002,0013,0010,0009
-006,0002,0013,0010,0009
-006,0002,0013,0005,0009
-003,0002,0006,0005,0009
-003,0002,0006,0005,0009
-003,0002,0006,0007,0009
