delta0,delta1,delta2,delta3,delta4
0007,0006,0019,0032,0021
0009,0006,0036,0050,0031
0009,0012,0041,0063,0054
0009,0012,0046,0075,0054
0010,0012,0059,0108,0065
0010,0010,0067,0112,0071
0010,0010,0067,0112,0071
0010,0010,0077,0128,0077
0010,0010,0089,0144,0092
0016,0010,0089,0147,0092
0016,0011,0130,0204,0125
0019,0014,0132,0210,0135
0019,0014,0135,0212,0135
0019,0014,0135,0210,0135
0013,0009,0091,0148,0089
0013,0009,0059,0097,0055
0011,0008,0049,0066,0054
-005,-009,0020,0015,0003
-005,-009,0020,0015,0003
-005,-009,0020,0015,0003
-005,-009,0003,-004,-005
-005,-009,0003,-004,-005
-005,-009,0003,-004,-005
-008,-009,-007,-011,-009
-008,-009,-007,-011,-009
-008,-009,-007,-011,-009
-008,-004,-011,-012,-016
-008,-004,-011,-012,-016
-008,-004,-011,-012,-016
-006,-004,-013,-013,-012
