delta0,delta1,delta2,delta3,delta4
0007,0005,0032,0044,0029
0007,0005,0036,0064,0040
0012,0013,0050,0086,0062
0012,0013,0055,0102,0062
0023,0029,0061,0113,0067
0023,0029,0069,0125,0087
0023,0029,0069,0125,0087
0023,0029,0069,0125,0087
0010,0009,0066,0113,0069
0010,0009,0066,0113,0069
0010,0009,0066,0113,0069
0009,0007,0054,0095,0056
0009,0007,0053,0095,0056
0009,0007,0048,0080,0056
-003,-005,0012,0015,0007
-003,-005,0012,0015,0007
-003,-005,0010,0012,0007
-003,-005,0000,-003,-012
-003,-005,0000,-003,-012
-003,-005,0000,-003,-012
-011,-014,-010,-011,-016
-011,-014,-010,-011,-016
-011,-014,-010,-011,-016
-010,-010,-010,-014,-025
-010,-010,-010,-014,-025
-010,-010,-010,-014,-024
-012,-012,-015,-017,-020
-012,-012,-015,-017,-020
-012,-015,-015,-017,-020
-011,-017,-015,-016,-021
