delta0,delta1,delta2,delta3,delta4
0013,0013,0037,0047,0043
0013,0013,0037,0047,0043
0017,0020,0050,0075,0062
0017,0020,0050,0082,0065
0017,0020,0050,0082,0065
0023,0019,0061,0099,0083
0023,0019,0073,0119,0085
0031,0030,0073,0119,0085
0031,0030,0085,0143,0103
0031,0030,0085,0144,0103
0031,0030,0085,0144,0103
0021,0016,0069,0103,0068
0021,0016,0059,0095,0067
0021,0016,0059,0087,0067
0011,0005,0032,0029,0023
0011,0005,0030,0029,0023
0011,0005,0032,0032,0027
0011,0005,0030,0032,0027
0011,0005,0022,0017,0015
0010,0009,0022,0013,0015
0008,0009,0022,0010,0015
0005,0006,0019,0007,0012
0005,0006,0018,0007,0012
0005,0006,0018,0007,0012
0006,0005,0014,0010,0012
0008,0005,0014,0010,0012
0008,0005,0014,0010,0012
0006,0008,0015,0003,0010
0006,0008,0015,0003,0010
0006,0008,0015,0003,0010
