delta0,delta1,delta2,delta3,delta4
0005,0007,0031,0040,0028
0008,0008,0046,0064,0044
0013,0013,0049,0071,0059
0013,0013,0056,0095,0059
0013,0014,0069,0118,0079
0012,0014,0072,0121,0095
0012,0014,0083,0142,0098
0012,0014,0101,0168,0111
0012,0014,0102,0168,0124
0022,0016,0118,0198,0124
0022,0016,0118,0198,0124
0024,0014,0112,0190,0120
0024,0014,0099,0162,0106
0024,0014,0085,0131,0093
0009,0007,0050,0072,0042
0008,0007,0039,0046,0040
0008,0007,0032,0044,0029
0008,0007,0015,0020,0014
0008,0007,0015,0020,0014
0008,0007,0015,0020,0014
-006,-005,0015,0000,-007
-006,-005,0013,0000,-007
-006,-005,0013,0000,-007
-006,-001,-001,-003,-007
-006,-001,-001,-003,-007
-006,-001,-001,-003,-007
-007,-004,-002,0000,-008
-007,-004,-002,0000,-008
-007,-004,-002,0000,-008
-005,-005,-005,-006,-006
