delta0,delta1,delta2,delta3,delta4
0013,0013,0040,0049,0043
0013,0013,0040,0056,0043
0019,0016,0053,0080,0066
0019,0016,0056,0084,0066
0019,0016,0056,0090,0066
0020,0018,0067,0115,0086
0020,0018,0070,0118,0094
0020,0018,0070,0124,0094
0020,0018,0087,0152,0115
0020,0018,0091,0156,0124
0024,0019,0116,0183,0128
0036,0032,0190,0300,0203
0036,0032,0330,0480,0270
0036,0032,0330,0480,0270
0035,0028,0272,0383,0238
0025,0021,0143,0212,0140
0024,0019,0078,0109,0079
0015,0014,0058,0067,0055
0010,0009,0025,0031,0022
0010,0009,0025,0031,0022
0010,0009,0019,0021,0017
0010,0009,0018,0013,0011
0009,0009,0018,0013,0011
0002,-002,0018,0007,0004
0002,-002,0014,0002,0002
0002,-002,0014,0002,0002
-001,0003,0007,0002,0000
-003,0003,0003,0002,0000
-003,0003,0003,0002,0000
-003,0001,-003,-001,-001
