delta0,delta1,delta2,delta3,delta4
0016,0017,0035,0044,0039
0016,0017,0035,0044,0039
0020,0024,0048,0063,0058
0020,0024,0051,0076,0059
0020,0024,0056,0077,0059
0026,0033,0065,0097,0075
0026,0033,0070,0115,0088
0039,0043,0070,0115,0088
0039,0043,0081,0123,0099
0039,0043,0081,0123,0099
0039,0043,0081,0123,0099
0037,0026,0078,0124,0090
0036,0026,0074,0108,0088
0036,0026,0073,0108,0088
0011,0011,0036,0046,0029
0011,0011,0036,0037,0029
0011,0011,0036,0036,0029
0011,0011,0023,0016,0015
0011,0011,0023,0016,0015
0011,0011,0023,0016,0015
0001,0000,0015,0000,-001
0001,0000,0011,0000,-001
0001,0000,0011,0000,-001
-002,0001,0008,-001,0002
-002,0001,0008,-001,0002
-002,0001,0008,-001,0002
-001,0004,0002,0002,0004
-001,0004,0002,0002,0004
-001,0004,0002,0002,0004
0003,0001,-002,0000,-003
