delta0,delta1,delta2,delta3,delta4
0009,0010,0027,0031,0032
0009,0010,0033,0040,0032
0013,0014,0035,0042,0038
0013,0014,0040,0065,0055
0013,0014,0054,0088,0061
0020,0023,0058,0090,0068
0020,0023,0059,0104,0079
0026,0025,0059,0106,0079
0026,0025,0068,0113,0088
0026,0025,0068,0117,0088
0026,0025,0068,0117,0088
0023,0017,0077,0126,0091
0023,0017,0077,0126,0091
0023,0017,0082,0140,0099
0025,0017,0083,0143,0106
0023,0017,0082,0143,0099
0023,0017,0070,0115,0084
0012,0011,0045,0066,0044
0012,0010,0032,0043,0032
0012,0010,0031,0033,0029
0012,0010,0016,0016,0014
0012,0010,0016,0016,0014
0008,0004,0015,0016,0014
0004,-002,0008,0002,0002
0004,-002,0006,0002,0002
0004,-002,0006,0002,0002
0000,0002,0001,0000,0005
0000,0002,0001,0000,0005
0000,0002,0001,0000,0005
0002,0000,0002,-003,-004
