delta0,delta1,delta2,delta3,delta4
0007,0008,0032,0046,0034
0007,0008,0032,0046,0034
0007,0008,0036,0051,0040
0014,0016,0044,0069,0054
0014,0016,0044,0073,0056
0014,0016,0071,0118,0079
0012,0014,0073,0124,0092
0012,0014,0082,0141,0102
0012,0014,0097,0165,0112
0012,0014,0098,0166,0125
0020,0018,0103,0173,0125
0021,0018,0108,0182,0126
0024,0017,0108,0182,0126
0024,0017,0096,0159,0108
0024,0015,0081,0126,0103
0012,0003,0045,0071,0049
0012,0001,0038,0048,0041
0012,0001,0037,0046,0035
0012,0001,0023,0027,0017
0012,0001,0023,0024,0017
0010,0001,0023,0023,0015
-002,-001,0015,0003,-002
-002,-001,0013,0003,-002
-002,-001,0007,0002,-002
-002,-003,-002,-004,-001
-002,-003,-002,-004,-001
-002,-003,-002,-004,-001
-007,-002,-001,-003,-007
-007,-002,-001,-003,-007
-007,-002,-001,-003,-007
