delta0,delta1,delta2,delta3,delta4
0010,0013,0035,0050,0037
0010,0013,0045,0078,0046
0014,0013,0052,0088,0067
0014,0013,0062,0102,0067
0025,0030,0062,0102,0067
0025,0030,0051,0086,0059
0025,0030,0051,0086,0059
0023,0021,0051,0086,0059
0013,0014,0051,0080,0056
0013,0014,0051,0080,0056
0013,0014,0051,0080,0056
0010,0013,0041,0068,0046
0010,0013,0041,0064,0046
0010,0013,0040,0061,0046
0006,0002,0019,0025,0016
0006,0002,0019,0025,0016
0006,0002,0019,0025,0016
-007,-004,-005,-002,-005
-007,-004,-005,-002,-005
-009,-011,-007,-004,-005
-006,-003,-010,-012,-017
-006,-003,-010,-012,-017
-006,-003,-010,-012,-017
-006,-008,-010,-013,-016
-006,-008,-010,-013,-016
-006,-008,-010,-013,-016
-008,-009,-010,-015,-013
-008,-009,-010,-015,-013
-008,-009,-010,-015,-013
-010,-012,-012,-015,-014
