delta0,delta1,delta2,delta3,delta4
0008,0013,0025,0031,0029
0018,0015,0036,0050,0045
0018,0015,0036,0051,0045
0018,0015,0036,0051,0045
0020,0019,0048,0070,0061
0020,0019,0059,0095,0075
0020,0019,0059,0095,0075
0023,0028,0071,0121,0099
0023,0028,0071,0127,0099
0023,0028,0071,0127,0099
0023,0028,0079,0135,0103
0023,0028,0079,0135,0103
0023,0028,0079,0135,0103
0020,0012,0052,0076,0051
0020,0012,0048,0067,0047
0022,0014,0041,0053,0043
0022,0014,0021,0027,0018
0022,0014,0021,0027,0018
0022,0014,0021,0027,0018
0002,0001,0016,0003,0005
0002,0001,0014,0003,0005
0002,0001,0014,0003,0005
0003,0000,0006,0001,0003
0003,0000,0006,0001,0003
0003,0000,0006,0001,0003
-004,0002,0003,0001,0001
-004,0002,0003,0001,0001
-004,0002,0003,0001,0001
0003,-001,-001,0000,0000
0003,-001,-001,0000,0000
