delta0,delta1,delta2,delta3,delta4
0008,0011,0029,0033,0028
0012,0013,0032,0038,0036
0012,0013,0037,0049,0044
0012,0013,0040,0058,0044
0019,0019,0049,0059,0052
0019,0019,0060,0103,0073
0026,0028,0075,0126,0082
0026,0028,0084,0133,0099
0026,0028,0086,0149,0109
0026,0028,0098,0162,0109
0025,0021,0102,0166,0120
0025,0021,0110,0178,0124
0025,0021,0110,0184,0124
0024,0024,0110,0184,0125
0024,0024,0109,0180,0119
0024,0024,0089,0146,0108
0017,0013,0059,0099,0062
0017,0013,0052,0083,0057
0017,0013,0037,0054,0044
-003,-008,0026,0024,0022
-003,-008,0025,0019,0020
-003,-008,0025,0018,0020
-003,-008,0020,0010,0007
0004,0000,0016,0010,0007
0004,0000,0016,0010,0007
0003,0001,0004,0003,0002
0003,0001,0004,0003,0002
0003,0001,0004,0003,0002
-001,0000,0004,0002,0002
-001,0000,0004,0001,0002
