delta0,delta1,delta2,delta3,delta4
0010,0017,0033,0041,0040
0010,0017,0038,0045,0040
0018,0018,0041,0047,0046
0018,0021,0050,0077,0062
0018,0021,0066,0099,0076
0027,0027,0067,0108,0076
0027,0029,0102,0166,0124
0027,0029,0128,0200,0143
0027,0029,0142,0227,0150
0027,0029,0179,0281,0182
0027,0029,0179,0281,0182
0025,0026,0148,0222,0139
0024,0021,0109,0163,0114
0021,0021,0076,0105,0077
0013,0015,0041,0050,0040
0013,0015,0035,0039,0034
0013,0015,0034,0034,0034
0013,0015,0028,0030,0021
0013,0015,0026,0020,0018
0012,0013,0026,0020,0018
0006,0009,0018,0009,0012
0006,0008,0016,0009,0010
0006,0008,0016,0009,0010
0003,0005,0015,0009,0010
0003,0005,0013,0009,0009
0003,0005,0013,0009,0009
0004,0005,0013,0004,0009
0004,0005,0012,0004,0009
0004,0005,0012,0004,0009
0005,0006,0003,0005,0009
