delta0,delta1,delta2,delta3,delta4
0008,0015,0031,0038,0038
0017,0015,0035,0038,0039
0017,0022,0048,0069,0056
0020,0022,0055,0088,0068
0022,0022,0072,0123,0088
0023,0030,0115,0190,0138
0023,0030,0125,0199,0139
0023,0030,0126,0206,0145
0023,0030,0134,0233,0162
0023,0030,0142,0235,0162
0030,0031,0142,0235,0151
0027,0029,0133,0212,0150
0027,0029,0097,0148,0109
0014,0015,0054,0081,0050
0013,0011,0041,0051,0045
0013,0011,0029,0027,0023
0013,0011,0013,0027,0018
0013,0011,0013,0012,0011
0013,0011,0012,0012,0011
0005,-001,0012,0006,0005
0000,-001,0009,0002,0005
0000,-001,0004,0002,0005
0000,0000,0004,0002,0000
0001,0000,0005,0002,0000
0001,0000,0005,0002,0000
0000,-001,0003,-001,0003
0000,-001,0003,-001,0003
0000,-001,0003,-001,0003
0004,0001,0002,0002,0005
0004,0001,0002,0002,0001
