delta0,delta1,delta2,delta3,delta4
0011,0007,0030,0041,0036
0011,0007,0030,0041,0036
0010,0014,0041,0057,0048
0013,0014,0041,0062,0053
0013,0014,0041,0064,0053
0019,0016,0055,0094,0069
0019,0016,0059,0097,0077
0019,0016,0068,0112,0078
0027,0033,0079,0148,0116
0027,0033,0085,0150,0119
0027,0033,0092,0167,0120
0027,0033,0118,0199,0144
0027,0021,0119,0210,0145
0027,0021,0122,0215,0145
0034,0019,0144,0243,0170
0034,0026,0161,0263,0173
0034,0026,0161,0263,0173
0027,0026,0156,0246,0164
0023,0018,0093,0150,0101
0021,0015,0058,0079,0052
0019,0011,0037,0048,0043
0006,0003,0020,0019,0012
0006,0003,0020,0019,0012
0006,0003,0014,0011,0009
0006,0003,0019,0007,0008
0006,0003,0019,0007,0008
0000,-001,0019,0002,0003
-001,-001,0003,-002,-001
-001,-001,0003,-002,-001
-001,0002,0003,0003,-003
