delta0,delta1,delta2,delta3,delta4
0009,0008,0024,0032,0031
0012,0014,0033,0042,0039
0017,0014,0040,0054,0054
0017,0014,0040,0063,0054
0018,0018,0047,0084,0064
0024,0018,0070,0122,0097
0029,0025,0078,0159,0098
0029,0025,0087,0163,0128
0029,0025,0106,0206,0155
0029,0025,0121,0228,0155
0029,0025,0126,0229,0170
0034,0032,0171,0309,0211
0034,0032,0216,0385,0251
0045,0032,0281,0485,0264
0038,0028,0281,0485,0264
0038,0028,0174,0293,0195
0018,0013,0077,0130,0070
0011,0003,0058,0088,0063
0011,0003,0037,0043,0036
-015,-016,0020,0020,0015
-015,-016,0010,0009,0008
-015,-016,0010,0009,0008
-015,-016,0007,0009,0008
-002,0002,0004,0001,0005
-002,0002,0004,0001,0005
-005,-001,0003,0001,0001
-005,-001,-002,-002,0001
-005,-001,-002,-002,0001
-003,-001,-002,-002,-001
-005,-003,0002,-003,-001
