delta0,delta1,delta2,delta3,delta4
0008,0012,0029,0035,0031
0008,0012,0029,0035,0031
0016,0016,0036,0045,0041
0016,0016,0045,0065,0052
0016,0016,0045,0066,0052
0022,0022,0057,0081,0064
0022,0025,0074,0124,0087
0025,0026,0089,0147,0087
0025,0026,0097,0160,0117
0025,0026,0114,0181,0125
0025,0026,0125,0193,0125
0025,0026,0130,0198,0134
0026,0026,0136,0207,0140
0026,0026,0136,0207,0140
0024,0016,0085,0132,0074
0018,0015,0069,0111,0070
0018,0015,0059,0076,0058
0008,0005,0027,0028,0021
0008,0005,0027,0019,0016
0008,0005,0027,0019,0016
0008,0005,0020,0014,0009
0008,0005,0016,0010,0009
0005,0003,0016,0010,0009
0002,0003,0004,0006,0006
0002,0004,0004,0006,0006
0002,0004,0004,0006,0006
-002,-001,0004,0001,0004
-002,-001,0004,0001,0004
-002,-001,0004,0001,0004
-002,-001,0002,-001,-002
