delta0,delta1,delta2,delta3,delta4
0012,0015,0033,0041,0036
0013,0015,0035,0045,0042
0021,0016,0043,0068,0057
0021,0016,0057,0089,0072
0021,0022,0063,0103,0074
0029,0022,0088,0148,0115
0029,0022,0102,0168,0129
0029,0022,0115,0186,0135
0029,0022,0145,0231,0170
0043,0034,0214,0354,0247
0043,0035,0337,0531,0335
0043,0035,0337,0531,0335
0034,0031,0150,0250,0177
0022,0014,0071,0119,0079
0016,0012,0048,0062,0044
0010,0006,0027,0031,0027
0010,0006,0017,0017,0012
0010,0006,0017,0015,0012
0010,0006,0017,0015,0012
0004,0002,0012,0003,0003
0004,0002,0008,0003,0003
0004,0002,0008,0003,0003
-002,0000,0005,0000,0003
-002,0000,0005,0000,0003
-002,0000,0005,0000,0003
0002,-001,0002,-001,0002
0001,-001,0002,-001,0002
0001,-001,-002,-001,0002
-001,-002,-003,-001,0001
-001,-002,-003,-001,0001
