delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0001,0004,0001,0002,0003,0001,0000
0002,0002,0001,0003,0001,0002,0003,0001,0000
0002,0002,0002,0002,0000,0002,0003,0000,0001
0002,0002,-001,0002,0000,0002,0003,0000,0000
0002,0003,0001,0003,0001,0001,0004,0000,0001
0002,0003,0001,0005,0002,0001,0004,0002,0000
0002,0003,0002,0005,0003,0002,0004,0002,0001
0003,0002,0003,0006,0003,0005,0008,0002,-001
0005,0002,0003,0006,0003,0005,0011,0002,0000
0005,0002,0002,0008,0003,0005,0012,0002,0000
0006,0003,0001,0012,0004,0004,0016,0002,0000
0008,0004,0002,0017,0004,0005,0016,0007,0004
0010,0004,0002,0017,0007,0004,0015,0008,0001
0010,0007,0002,0015,0014,0003,0011,0014,0001
0008,0013,0002,0010,0021,0003,0011,0017,0001
0004,0016,0003,0006,0021,0005,0006,0017,0007
0003,0016,0005,0004,0021,0011,0004,0013,0011
0001,0009,0015,0001,0012,0015,0001,0006,0017
0000,0005,0015,0001,0004,0017,0001,0002,0017
0000,0002,0010,0001,0001,0017,0000,0000,0016
-001,0001,0007,0001,0001,0014,0000,0000,0013
-001,0000,0005,0001,0001,0007,0000,0000,0008
0000,0000,0004,0001,0001,0003,0000,0001,0006
0000,0001,0002,0001,0000,0002,0000,0000,0005
0000,0001,0002,0001,0000,0003,0000,0000,0002
0000,0001,0002,0001,0000,0000,0001,-002,0001
0001,0001,0001,0001,0001,0001,0001,-001,0001
0000,0000,0001,0001,0000,0001,0001,-001,0001
0000,0000,0001,0003,0000,0001,0001,-001,0001
0000,0000,0002,0001,-002,-001,0002,-001,-001
0000,0001,0003,0002,0000,-001,0002,-001,0001
0000,0000,0003,0002,0000,-001,0002,0000,-001
-001,0000,0003,0002,0000,0001,0003,0000,0000
-001,0000,0001,0003,0000,0002,0003,0000,0000
0000,0001,0001,0003,-001,0002,0003,0000,0000
0000,0001,0001,0003,0000,0001,0003,0000,-002
0000,0001,0000,0001,0000,0001,0000,0000,-002
0000,0000,0000,0003,0000,0000,0000,-001,0000
0001,-001,0000,0001,0000,0000,0000,-001,0000
0000,-001,0000,-001,0000,0000,0000,-001,0000
0000,0000,-001,-001,-001,0000,0000,0000,-001
0000,0000,-001,0001,0000,0000,0000,0000,-001
0000,0000,-001,0001,0000,0000,0000,0000,0000
0000,0000,0000,0001,0000,0000,-001,-001,0000
0002,0000,0000,0002,0000,0001,0000,-001,0000
0001,0001,-001,0002,0000,0002,0000,-001,0000
0001,0000,-001,0002,0000,0002,0000,0001,0000
0001,0000,-001,0001,-001,0000,0000,-001,-001
0000,0000,-001,0001,0000,-001,0000,-001,-001
0000,0000,-001,0001,0000,0000,0000,-001,-001
0000,0000,0000,0000,0000,0001,0000,0000,0000
0000,0000,0000,0000,0000,0001,-002,0002,0000
0001,-001,-002,0001,-002,0001,-002,0002,0000
0001,-001,-002,0002,-002,0000,-001,0001,0001
0001,-001,-002,0002,-001,-001,-001,0000,0001
