delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,-002,-001,0001,0001,0003,0000,0001
0000,0001,-001,0000,0001,0001,0003,0000,0000
-001,0001,-001,0000,0001,0001,0004,0000,0002
0000,0002,0000,0001,0001,0003,0004,0001,0001
0003,0003,0002,0002,0002,0003,0006,0001,0004
0003,0004,0002,0003,0003,0004,0006,0003,0001
0003,0004,0000,0005,0003,0005,0007,0002,0003
0004,0004,0000,0005,0003,0005,0008,0003,0003
0007,0003,0002,0008,0004,0005,0012,0003,0003
0008,0004,0002,0013,0004,0005,0015,0004,0003
0010,0004,0002,0014,0004,0005,0016,0005,0003
0013,0006,0001,0017,0006,0003,0016,0007,0003
0013,0008,0001,0017,0009,0002,0014,0007,0005
0009,0008,0001,0013,0015,0002,0014,0014,0005
0008,0018,0002,0010,0024,0004,0006,0016,0005
0004,0019,0003,0004,0026,0005,0003,0016,0005
0002,0019,0009,0004,0026,0012,0001,0015,0010
0002,0019,0009,0004,0024,0012,0001,0015,0010
0002,0019,0009,0004,0021,0012,0001,0015,0010
0002,0012,0016,0000,0014,0025,0000,0006,0020
-001,0006,0017,-002,0004,0027,0000,0005,0031
-001,0006,0017,-002,0004,0028,0000,0005,0031
-001,0006,0017,-002,0004,0030,0000,0005,0032
-001,0006,0017,-002,0004,0032,0000,0005,0032
-001,0006,0017,-002,0004,0030,0000,0005,0030
-001,0006,0017,-002,0004,0030,0000,0005,0029
-001,0006,0017,-002,0004,0030,0000,0005,0026
-001,0001,0010,-001,0001,0021,0000,0002,0021
0000,0001,0003,-001,-001,0008,0001,-002,0016
0000,-001,0002,-001,-001,0004,0001,-002,0005
0000,-001,0002,-001,-001,0004,0001,-002,0005
0000,-001,0002,-001,-001,0003,0001,-002,0004
0000,-001,0002,-001,-001,0004,0001,-002,0004
0000,-001,0002,-001,-001,0002,0001,-002,0004
0000,-001,0002,-001,-001,0002,0001,-002,0005
-001,-001,0000,-001,0000,0002,0000,0000,0007
-001,0001,0000,-001,0000,0002,0000,0000,0007
-001,0000,0001,0000,0000,0002,0000,0000,0003
0000,0000,0001,0000,-001,-001,0000,0000,0003
0000,0000,0001,0000,-001,-001,0001,0000,0003
0000,0002,-001,0000,-001,-001,0001,0000,0003
0000,0002,-001,0000,0000,0000,0000,0000,0003
0000,0002,-001,0000,0001,0000,0000,0000,0003
-001,0001,-001,0001,0001,0002,0000,0000,0001
-001,0000,-001,0000,-001,0000,0001,-001,0001
-002,0000,-001,0000,-001,0001,0001,-001,0002
-001,0000,0000,0000,-001,0001,0001,-001,0002
-001,-001,0000,0000,0000,0001,0001,-001,0002
-001,0000,0000,0000,0000,0001,0001,0000,0002
-001,0000,-001,0000,0000,0002,0001,-001,0002
-002,0000,-002,-001,0000,0001,-001,0000,0002
0000,0000,-002,-001,0000,0001,-001,0001,0001
-001,-001,-002,-001,0000,0001,0001,0001,0002
0000,0000,-001,-002,-001,0002,0001,0000,0002
-001,0001,0000,-001,-001,0002,0000,0000,0002
