Time,FrameCounter,Signal0,Reference0,Delta0,Compensation0,State0,Threshold0,Signal1,Reference1,Delta1,Compensation1,State1,Threshold1,Signal2,Reference2,Delta2,Compensation2,State2,Threshold2,Signal3,Reference3,Delta3,Compensation3,State3,Threshold3,Signal4,Reference4,Delta4,Compensation4,State4,Threshold4,SWState0,SWDelta0,SWThreshold0,SWPosition0,CurrentFrequency,HopFrequency0,HopFrequency1,HopFrequency2,QTouchLibError,FRAME_END
20:53.2,35,513,511,2,21.6875,0,20,633,515,118,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,35
20:53.2,36,513,511,2,21.6875,0,20,633,515,118,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,36
20:53.2,37,513,511,2,21.6875,0,20,633,515,118,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,37
20:53.2,38,513,511,2,21.6875,0,20,633,515,118,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,38
20:53.2,39,513,511,2,21.6875,0,20,636,515,121,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,39
20:53.3,40,513,511,2,21.6875,0,20,636,515,121,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,40
20:53.3,41,513,511,2,21.6875,0,20,636,515,121,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,41
20:53.3,42,513,511,2,21.6875,0,20,636,515,121,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,42
20:53.3,43,513,511,2,21.6875,0,20,636,515,121,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,43
20:53.3,44,513,511,2,21.6875,0,20,638,515,123,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,44
20:53.4,45,513,511,2,21.6875,0,20,638,515,123,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,45
20:53.4,46,513,511,2,21.6875,0,20,638,515,123,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,46
20:53.4,47,513,511,2,21.6875,0,20,639,515,124,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,47
20:53.4,48,513,511,2,21.6875,0,20,639,515,124,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,48
20:53.4,49,513,511,2,21.6875,0,20,639,515,124,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,49
20:53.5,50,513,511,2,21.6875,0,20,640,515,125,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,50
20:53.5,51,513,511,2,21.6875,0,20,640,515,125,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,51
20:53.5,52,513,511,2,21.6875,0,20,640,515,125,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,52
20:53.5,53,513,511,2,21.6875,0,20,640,515,125,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,53
20:53.5,54,513,511,2,21.6875,0,20,639,515,124,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,54
20:53.6,55,513,511,2,21.6875,0,20,637,515,122,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,55
20:53.6,56,512,511,1,21.6875,0,20,520,515,5,18.0625,1,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,56
20:53.6,57,512,511,1,21.6875,0,20,515,515,0,18.0625,1,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,57
20:53.6,58,512,511,1,21.6875,0,20,515,515,0,18.0625,1,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,58
20:53.6,59,512,511,1,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,59
20:53.6,60,512,511,1,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,60
20:53.7,61,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,61
20:53.7,62,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,62
20:53.7,63,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,63
20:53.7,64,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,64
20:53.7,65,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,65
20:53.8,66,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,66
20:53.8,67,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,67
20:53.8,68,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,68
20:53.8,69,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,69
20:53.8,70,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,70
20:53.9,71,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,71
20:53.9,72,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,72
20:53.9,73,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,73
20:53.9,74,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,74
20:53.9,75,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,75
20:54.0,76,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,76
20:54.0,77,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,77
20:54.0,78,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,78
20:54.0,79,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,79
20:54.0,80,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,80
20:54.1,81,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,513,510,3,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,81
20:54.1,82,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,513,510,3,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,82
20:54.1,83,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,83
20:54.1,84,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,84
20:54.1,85,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,85
20:54.2,86,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,508,505,3,14.125,0,20,513,510,3,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,86
20:54.2,87,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,87
20:54.2,88,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,511,505,6,14.125,0,20,513,510,3,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,88
20:54.2,89,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,511,505,6,14.125,0,20,514,510,4,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,89
20:54.2,90,512,511,1,21.6875,0,20,516,515,1,18.0625,0,20,516,505,11,14.125,0,20,515,510,5,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,90
20:54.3,91,512,511,1,21.6875,0,20,516,515,1,18.0625,0,20,592,505,87,14.125,0,20,521,510,11,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,91
20:54.3,92,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,608,505,103,14.125,0,20,522,510,12,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,92
20:54.3,93,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,611,505,106,14.125,0,20,524,510,14,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,93
20:54.3,94,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,616,505,111,14.125,1,20,525,510,15,15.0625,0,20,529,528,1,15.0625,0,20,1,126,20,2,13,13,15,1,0,94
20:54.3,95,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,621,505,116,14.125,1,20,527,510,17,15.0625,0,20,528,528,0,15.0625,0,20,1,127,20,2,15,13,15,1,0,95
20:54.4,96,512,511,1,21.6875,0,20,516,515,1,18.0625,0,20,622,505,117,14.125,1,20,530,510,20,15.0625,0,20,528,528,0,15.0625,0,20,1,129,20,2,1,13,15,1,0,96
20:54.4,97,512,511,1,21.6875,0,20,516,515,1,18.0625,0,20,622,505,117,14.125,1,20,533,510,23,15.0625,0,20,528,528,0,15.0625,0,20,1,131,20,2,13,13,15,1,0,97
20:54.4,98,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,618,505,113,14.125,1,20,537,510,27,15.0625,0,20,528,528,0,15.0625,0,20,1,133,20,11,15,13,15,1,0,98
20:54.4,99,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,611,505,106,14.125,1,20,546,510,36,15.0625,0,20,528,528,0,15.0625,0,20,1,135,20,17,1,13,15,1,0,99
20:54.4,100,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,602,505,97,14.125,1,20,557,510,47,15.0625,0,20,528,528,0,15.0625,0,20,1,137,20,27,13,13,15,1,0,100
20:54.4,101,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,588,505,83,14.125,1,20,568,510,58,15.0625,0,20,529,528,1,15.0625,0,20,1,138,20,38,15,13,15,1,0,101
20:54.5,102,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,573,505,68,14.125,1,20,586,510,76,15.0625,0,20,529,528,1,15.0625,0,20,1,139,20,52,1,13,15,1,0,102
20:54.5,103,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,554,505,49,14.125,1,20,603,510,93,15.0625,0,20,529,528,1,15.0625,0,20,1,139,20,70,13,13,15,1,0,103
20:54.5,104,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,535,505,30,14.125,1,20,620,510,110,15.0625,0,20,530,528,2,15.0625,0,20,1,139,20,88,15,13,15,1,0,104
20:54.5,105,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,525,505,20,14.125,1,20,631,510,121,15.0625,0,20,533,528,5,15.0625,0,20,1,139,20,104,1,13,15,1,0,105
20:54.5,106,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,517,505,12,14.125,1,20,636,510,126,15.0625,0,20,537,528,9,15.0625,0,20,1,138,20,117,13,13,15,1,0,106
20:54.6,107,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,511,505,6,14.125,1,20,636,510,126,15.0625,0,20,538,528,10,15.0625,0,20,1,137,20,128,15,13,15,1,0,107
20:54.6,108,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,510,505,5,14.125,1,20,633,510,123,15.0625,0,20,545,528,17,15.0625,0,20,1,137,20,136,1,13,15,1,0,108
20:54.6,109,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,509,505,4,14.125,0,20,627,510,117,15.0625,0,20,552,528,24,15.0625,0,20,1,138,20,145,13,13,15,1,0,109
20:54.6,110,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,507,505,2,14.125,0,20,617,510,107,15.0625,0,20,561,528,33,15.0625,0,20,1,138,20,154,15,13,15,1,0,110
20:54.6,111,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,507,505,2,14.125,0,20,605,510,95,15.0625,0,20,575,528,47,15.0625,0,20,1,139,20,167,1,13,15,1,0,111
20:54.7,112,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,507,505,2,14.125,0,20,590,510,80,15.0625,1,20,586,528,58,15.0625,0,20,1,138,20,180,13,13,15,0,0,112
20:54.7,113,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,572,510,62,15.0625,1,20,597,528,69,15.0625,0,20,1,136,20,194,15,13,15,0,0,113
20:54.7,114,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,554,510,44,15.0625,1,20,613,528,85,15.0625,0,20,1,134,20,211,0,13,15,0,0,114
20:54.7,115,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,545,510,35,15.0625,1,20,622,528,94,15.0625,0,20,1,132,20,226,13,13,15,0,0,115
20:54.7,116,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,534,510,24,15.0625,1,20,625,528,97,15.0625,0,20,1,129,20,236,15,13,15,0,0,116
20:54.7,117,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,529,510,19,15.0625,1,20,625,528,97,15.0625,0,20,1,125,20,243,0,13,15,0,0,117
20:54.8,118,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,523,510,13,15.0625,1,20,615,528,87,15.0625,0,20,1,118,20,248,13,13,15,0,0,118
20:54.8,119,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,1,20,601,528,73,15.0625,0,20,1,109,20,252,15,13,15,0,0,119
20:54.8,120,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,1,20,591,528,63,15.0625,0,20,1,99,20,253,0,13,15,0,0,120
20:54.8,121,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,587,528,59,15.0625,0,20,1,91,20,253,13,13,15,0,0,121
20:54.8,122,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,587,528,59,15.0625,0,20,1,85,20,253,15,13,15,0,0,122
20:54.9,123,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,589,528,61,15.0625,0,20,1,81,20,253,0,13,15,0,0,123
20:54.9,124,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,590,528,62,15.0625,1,20,1,78,20,253,13,13,15,0,0,124
20:54.9,125,510,511,-1,21.6875,0,20,513,515,-2,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,590,528,62,15.0625,1,20,1,76,20,253,15,13,15,0,0,125
20:54.9,126,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,591,528,63,15.0625,1,20,1,75,20,253,0,13,15,0,0,126
20:54.9,127,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,590,528,62,15.0625,1,20,1,74,20,253,13,13,15,0,0,127
20:55.0,128,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,590,528,62,15.0625,1,20,1,73,20,253,15,13,15,0,0,128
20:55.0,129,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,590,528,62,15.0625,1,20,1,72,20,253,0,13,15,0,0,129
20:55.0,130,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,591,528,63,15.0625,1,20,1,72,20,253,13,13,15,0,0,130
20:55.0,131,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,518,510,8,15.0625,0,20,591,528,63,15.0625,1,20,1,71,20,253,15,13,15,0,0,131
20:55.0,132,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,518,510,8,15.0625,0,20,591,528,63,15.0625,1,20,1,71,20,253,0,13,15,0,0,132
20:55.1,133,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,518,510,8,15.0625,0,20,591,528,63,15.0625,1,20,1,71,20,253,13,13,15,0,0,133
20:55.1,134,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,518,510,8,15.0625,0,20,592,528,64,15.0625,1,20,1,71,20,253,15,13,15,0,0,134
20:55.1,135,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,518,510,8,15.0625,0,20,593,528,65,15.0625,1,20,1,71,20,254,0,13,15,0,0,135
20:55.1,136,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,518,510,8,15.0625,0,20,594,528,66,15.0625,1,20,1,71,20,254,13,13,15,0,0,136
20:55.1,137,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,595,528,67,15.0625,1,20,1,72,20,254,15,13,15,0,0,137
20:55.2,138,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,519,510,9,15.0625,0,20,597,528,69,15.0625,1,20,1,73,20,254,0,13,15,0,0,138
20:55.2,139,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,522,510,12,15.0625,0,20,611,528,83,15.0625,1,20,1,78,20,254,13,13,15,0,0,139
20:55.2,140,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,523,510,13,15.0625,0,20,620,528,92,15.0625,1,20,1,84,20,254,15,13,15,0,0,140
20:55.2,141,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,533,510,23,15.0625,0,20,620,528,92,15.0625,1,20,1,91,20,254,0,13,15,0,0,141
20:55.2,142,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,547,510,37,15.0625,0,20,619,528,91,15.0625,1,20,1,100,20,235,13,13,15,0,0,142
20:55.3,143,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,560,510,50,15.0625,0,20,606,528,78,15.0625,1,20,1,107,20,221,15,13,15,0,0,143
20:55.3,144,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,581,510,71,15.0625,0,20,588,528,60,15.0625,1,20,1,113,20,203,0,13,15,0,0,144
20:55.3,145,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,598,510,88,15.0625,0,20,574,528,46,15.0625,1,20,1,118,20,184,13,13,15,0,0,145
20:55.3,146,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,507,505,2,14.125,0,20,612,510,102,15.0625,0,20,556,528,28,15.0625,1,20,1,121,20,167,15,13,15,0,0,146
20:55.3,147,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,510,505,5,14.125,0,20,620,510,110,15.0625,0,20,547,528,19,15.0625,1,20,1,123,20,151,0,13,15,0,0,147
20:55.4,148,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,513,505,8,14.125,0,20,622,510,112,15.0625,0,20,540,528,12,15.0625,1,20,1,123,20,139,13,13,15,0,0,148
20:55.4,149,510,511,-1,21.6875,0,20,514,515,-1,18.0625,0,20,515,505,10,14.125,0,20,622,510,112,15.0625,0,20,533,528,5,15.0625,1,20,1,122,20,127,15,13,15,0,0,149
20:55.4,150,510,511,-1,21.6875,0,20,514,515,-1,18.0625,0,20,523,505,18,14.125,0,20,616,510,106,15.0625,0,20,533,528,5,15.0625,1,20,1,122,20,116,0,13,15,0,0,150
20:55.4,151,510,511,-1,21.6875,0,20,514,515,-1,18.0625,0,20,529,505,24,14.125,0,20,606,510,96,15.0625,0,20,532,528,4,15.0625,0,20,1,121,20,107,13,13,15,0,0,151
20:55.4,152,510,511,-1,21.6875,0,20,514,515,-1,18.0625,0,20,535,505,30,14.125,0,20,594,510,84,15.0625,0,20,530,528,2,15.0625,0,20,1,119,20,97,15,13,15,0,0,152
20:55.5,153,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,546,505,41,14.125,0,20,583,510,73,15.0625,0,20,530,528,2,15.0625,0,20,1,117,20,84,0,13,14,0,0,153
20:55.5,154,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,557,505,52,14.125,0,20,574,510,64,15.0625,0,20,530,528,2,15.0625,0,20,1,116,20,71,13,13,14,0,0,154
20:55.5,155,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,568,505,63,14.125,0,20,565,510,55,15.0625,0,20,529,528,1,15.0625,0,20,1,116,20,58,14,13,14,0,0,155
20:55.5,156,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,581,505,76,14.125,0,20,557,510,47,15.0625,0,20,529,528,1,15.0625,0,20,1,117,20,46,0,13,14,0,0,156
20:55.5,157,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,591,505,86,14.125,0,20,548,510,38,15.0625,0,20,529,528,1,15.0625,0,20,1,118,20,35,13,13,14,0,0,157
20:55.5,158,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,599,505,94,14.125,1,20,537,510,27,15.0625,0,20,529,528,1,15.0625,0,20,1,118,20,23,14,13,14,0,0,158
20:55.6,159,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,604,505,99,14.125,1,20,533,510,23,15.0625,0,20,529,528,1,15.0625,0,20,1,119,20,15,0,13,14,0,0,159
20:55.6,160,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,604,505,99,14.125,1,20,528,510,18,15.0625,0,20,529,528,1,15.0625,0,20,1,118,20,10,13,13,14,0,0,160
20:55.6,161,512,511,1,21.6875,0,20,517,515,2,18.0625,0,20,595,505,90,14.125,1,20,521,510,11,15.0625,0,20,529,528,1,15.0625,0,20,1,113,20,4,14,13,14,0,0,161
20:55.6,162,512,511,1,21.6875,0,20,518,515,3,18.0625,0,20,572,505,67,14.125,1,20,520,510,10,15.0625,0,20,531,528,3,15.0625,0,20,1,104,20,2,0,13,14,0,0,162
20:55.6,163,512,511,1,21.6875,0,20,519,515,4,18.0625,0,20,555,505,50,14.125,1,20,519,510,9,15.0625,0,20,531,528,3,15.0625,0,20,1,92,20,2,13,13,14,0,0,163
20:55.7,164,513,511,2,21.6875,0,20,519,515,4,18.0625,0,20,543,505,38,14.125,1,20,519,510,9,15.0625,0,20,531,528,3,15.0625,0,20,1,80,20,2,14,13,14,0,0,164
20:55.7,165,513,511,2,21.6875,0,20,521,515,6,18.0625,0,20,540,505,35,14.125,1,20,519,510,9,15.0625,0,20,532,528,4,15.0625,0,20,1,71,20,14,0,13,14,0,0,165
20:55.7,166,513,511,2,21.6875,0,20,521,515,6,18.0625,0,20,540,505,35,14.125,1,20,519,510,9,15.0625,0,20,532,528,4,15.0625,0,20,1,64,20,15,13,13,14,0,0,166
20:55.7,167,511,511,0,21.6875,0,20,519,515,4,18.0625,0,20,540,505,35,14.125,1,20,516,510,6,15.0625,0,20,530,528,2,15.0625,0,20,1,58,20,15,14,13,14,0,0,167
20:55.7,168,511,511,0,21.6875,0,20,517,515,2,18.0625,0,20,514,505,9,14.125,1,20,513,510,3,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,15,0,13,14,0,0,168
