Time,FrameCounter,Signal0,Reference0,Delta0,Compensation0,State0,Threshold0,Signal1,Reference1,Delta1,Compensation1,State1,Threshold1,Signal2,Reference2,Delta2,Compensation2,State2,Threshold2,Signal3,Reference3,Delta3,Compensation3,State3,Threshold3,Signal4,Reference4,Delta4,Compensation4,State4,Threshold4,SWState0,SWDelta0,SWThreshold0,SWPosition0,CurrentFrequency,HopFrequency0,HopFrequency1,HopFrequency2,QTouchLibError,FRAME_END
20:50.5,157,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,157
20:50.6,158,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,158
20:50.6,159,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,159
20:50.6,160,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,160
20:50.6,161,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,161
20:50.6,162,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,527,528,-1,15.0625,0,20,0,0,20,4,15,13,15,1,0,162
20:50.7,163,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,527,528,-1,15.0625,0,20,0,0,20,4,1,13,15,1,0,163
20:50.7,164,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,527,528,-1,15.0625,0,20,0,0,20,4,13,13,15,1,0,164
20:50.7,165,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,165
20:50.7,166,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,166
20:50.7,167,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,167
20:50.8,168,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,168
20:50.8,169,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,169
20:50.8,170,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,170
20:50.8,171,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,171
20:50.8,172,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,172
20:50.9,173,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,173
20:50.9,174,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,174
20:50.9,175,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,175
20:50.9,176,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,176
20:50.9,177,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,177
20:51.0,178,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,178
20:51.0,179,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,179
20:51.0,180,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,180
20:51.0,181,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,181
20:51.0,182,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,182
20:51.1,183,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,183
20:51.1,184,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,184
20:51.1,185,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,185
20:51.1,186,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,186
20:51.1,187,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,187
20:51.2,188,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,188
20:51.2,189,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,189
20:51.2,190,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,190
20:51.2,191,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,191
20:51.2,192,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,192
20:51.3,193,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,193
20:51.3,194,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,194
20:51.3,195,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,195
20:51.3,196,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,196
20:51.3,197,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,197
20:51.4,198,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,198
20:51.4,199,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,199
20:51.4,200,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,200
20:51.4,201,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,505,505,0,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,201
20:51.4,202,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,202
20:51.5,203,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,510,510,0,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,203
20:51.5,204,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,204
20:51.5,205,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,205
20:51.5,206,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,206
20:51.5,207,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,207
20:51.6,208,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,208
20:51.6,209,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,209
20:51.6,210,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,210
20:51.6,211,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,211
20:51.6,212,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,212
20:51.7,213,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,213
20:51.7,214,512,511,1,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,214
20:51.7,215,512,511,1,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,215
20:51.7,216,512,511,1,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,216
20:51.7,217,512,511,1,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,217
20:51.8,218,512,511,1,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,218
20:51.8,219,512,511,1,21.6875,0,20,516,515,1,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,219
20:51.8,220,513,511,2,21.6875,0,20,516,515,1,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,220
20:51.8,221,513,511,2,21.6875,0,20,516,515,1,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,221
20:51.8,222,514,511,3,21.6875,0,20,516,515,1,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,222
20:51.9,223,616,511,105,21.6875,0,20,517,515,2,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,223
20:51.9,224,622,511,111,21.6875,0,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,224
20:51.9,225,622,511,111,21.6875,0,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,225
20:51.9,226,623,511,112,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,226
20:51.9,227,623,511,112,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,227
20:52.0,228,623,511,112,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,228
20:52.0,229,623,511,112,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,229
20:52.0,230,624,511,113,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,230
20:52.0,231,624,511,113,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,231
20:52.0,232,627,511,116,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,232
20:52.0,233,629,511,118,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,233
20:52.1,234,629,511,118,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,234
20:52.1,235,629,511,118,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,235
20:52.1,236,629,511,118,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,236
20:52.1,237,629,511,118,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,237
20:52.1,238,632,511,121,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,238
20:52.2,239,633,511,122,21.6875,1,20,518,515,3,18.0625,0,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,239
20:52.2,240,633,511,122,21.6875,1,20,518,515,3,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,240
20:52.2,241,634,511,123,21.6875,1,20,518,515,3,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,241
20:52.2,242,635,511,124,21.6875,1,20,518,515,3,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,242
20:52.2,243,635,511,124,21.6875,1,20,518,515,3,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,243
20:52.3,244,635,511,124,21.6875,1,20,518,515,3,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,244
20:52.3,245,635,511,124,21.6875,1,20,518,515,3,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,245
20:52.3,246,635,511,124,21.6875,1,20,518,515,3,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,15,13,15,1,0,246
20:52.3,247,635,511,124,21.6875,1,20,519,515,4,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,1,13,15,1,0,247
20:52.3,248,635,511,124,21.6875,1,20,519,515,4,18.0625,0,20,510,505,5,14.125,0,20,515,510,5,15.0625,0,20,531,528,3,15.0625,0,20,0,0,20,4,13,13,15,1,0,248
20:52.4,249,579,511,68,21.6875,1,20,516,515,1,18.0625,0,20,508,505,3,14.125,0,20,513,510,3,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,249
20:52.4,250,512,511,1,21.6875,1,20,516,515,1,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,250
20:52.4,251,511,511,0,21.6875,1,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,251
20:52.4,252,511,511,0,21.6875,1,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,252
20:52.4,253,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,253
20:52.4,254,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,254
20:52.5,255,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,255
20:52.5,0,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,0
20:52.5,1,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,1
20:52.5,2,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,15,13,15,1,0,2
20:52.5,3,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,1,13,15,1,0,3
20:52.6,4,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,528,528,0,15.0625,0,20,0,0,20,4,13,13,15,1,0,4
20:52.6,5,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,5
20:52.6,6,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,6
20:52.6,7,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,7
20:52.6,8,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,8
20:52.7,9,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,9
20:52.7,10,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,10
20:52.7,11,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,511,510,1,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,11
20:52.7,12,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,12
20:52.7,13,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,13
20:52.8,14,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,14
20:52.8,15,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,15
20:52.8,16,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,16
20:52.8,17,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,17
20:52.8,18,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,18
20:52.9,19,511,511,0,21.6875,0,20,515,515,0,18.0625,0,20,506,505,1,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,19
20:52.9,20,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,20
20:52.9,21,511,511,0,21.6875,0,20,516,515,1,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,1,13,15,1,0,21
20:52.9,22,511,511,0,21.6875,0,20,517,515,2,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,13,13,15,1,0,22
20:52.9,23,512,511,1,21.6875,0,20,547,515,32,18.0625,0,20,507,505,2,14.125,0,20,512,510,2,15.0625,0,20,529,528,1,15.0625,0,20,0,0,20,4,15,13,15,1,0,23
20:53.0,24,513,511,2,21.6875,0,20,616,515,101,18.0625,0,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,24
20:53.0,25,513,511,2,21.6875,0,20,620,515,105,18.0625,0,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,25
20:53.0,26,513,511,2,21.6875,0,20,622,515,107,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,26
20:53.0,27,513,511,2,21.6875,0,20,625,515,110,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,27
20:53.0,28,513,511,2,21.6875,0,20,626,515,111,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,28
20:53.0,29,513,511,2,21.6875,0,20,626,515,111,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,29
20:53.1,30,513,511,2,21.6875,0,20,628,515,113,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,30
20:53.1,31,513,511,2,21.6875,0,20,628,515,113,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,31
20:53.1,32,513,511,2,21.6875,0,20,629,515,114,18.0625,1,20,509,505,4,14.125,0,20,513,510,3,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,15,13,15,1,0,32
20:53.1,33,513,511,2,21.6875,0,20,631,515,116,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,1,13,15,1,0,33
20:53.1,34,513,511,2,21.6875,0,20,631,515,116,18.0625,1,20,509,505,4,14.125,0,20,514,510,4,15.0625,0,20,530,528,2,15.0625,0,20,0,0,20,4,13,13,15,1,0,34
