delta1,delta2,delta3,delta4
-0001,00000,00000,00003
-0003,00000,00001,00003
00000,-0001,-0001,00004
00003,00001,00001,00003
00003,00002,00001,00003
00001,00002,00000,00006
00004,00000,00001,00006
00004,00004,00004,00008
00006,00005,00005,00009
00005,00007,00008,00010
00009,00008,00010,00015
00008,00010,00012,00016
00010,00014,00015,00018
00013,00014,00017,00014
00010,00013,00021,00023
00010,00013,00021,00022
00010,00013,00022,00020
00010,00013,00023,00020
00010,00013,00023,00020
00010,00013,00022,00020
00010,00013,00022,00023
00010,00013,00022,00024
00010,00013,00022,00022
00010,00013,00022,00020
00014,00013,00020,00021
00014,00013,00020,00020
00011,00014,00019,00019
00014,00009,00014,00016
00014,00009,00012,00016
00014,00009,00011,00016
00014,00009,00010,00016
00014,00009,00009,00016
00014,00009,00007,00016
00006,00006,00006,00010
00003,00004,00004,00006
00005,00001,00003,00009
00002,00003,00003,00007
00001,00001,00002,00006
00002,00003,00001,00003
-0001,00003,00001,00004
00002,00001,00002,00004
00000,00001,-0001,00002
00004,00005,00000,00004
00010,00000,-0001,00001
-0001,00000,00001,00002
00001,00001,00001,00005
00000,00000,-0001,00002
00001,00001,00000,00004
00002,00000,00000,00003
00001,00000,00000,00003
00001,00001,00000,00003
00000,00000,00000,00003
00001,00000,00001,00001
00001,00005,-0002,00002
00001,00000,00000,00002
