delta1,delta2,delta3,delta4
00001,00003,-0001,00003
00000,00001,00000,00001
00002,00001,-0001,00001
00000,00001,-0001,00002
00000,00000,-0002,00001
00001,00001,-0001,00001
00000,00000,-0001,00003
00000,00003,-0001,00002
-0001,00001,-0003,00003
00002,00001,00001,00004
00002,00001,00002,00005
00005,00006,00002,00006
00008,00008,00007,00011
00013,00014,00018,00018
00017,00018,00025,00020
00017,00018,00026,00021
00017,00018,00027,00020
00017,00018,00028,00020
00017,00018,00027,00018
00017,00018,00025,00018
00012,00017,00021,00014
00009,00013,00016,00012
00005,00009,00008,00010
00005,00009,00007,00010
00005,00009,00006,00010
00005,00009,00004,00010
00005,00009,00003,00010
00005,00009,00003,00010
00004,00006,00001,00006
00000,00003,00000,00005
00004,00004,00000,00005
00000,00001,00000,00004
00000,00003,00000,00003
-0001,00001,00000,00004
-0001,00001,-0002,00002
00001,00001,-0001,00002
00001,-0001,00001,00001
-0001,00002,-0003,00001
00000,00000,-0002,00001
00001,00000,-0002,00003
-0003,00001,-0001,00001
00002,00000,-0002,00002
00001,00000,-0001,00002
00000,00001,00000,00001
00001,00002,-0002,00001
00000,-0001,-0003,00001
00000,00001,-0001,00001
00001,00001,-0001,00001
00003,00001,-0001,00000
-0001,00000,-0003,00002
-0003,-0001,-0002,00003
00000,00001,00000,00001
00001,00002,-0001,00000
00000,00002,-0004,00003
-0001,-0003,-0001,00000
