delta1,delta2,delta3,delta4
00002,00001,00001,00009
-0001,00001,00001,00005
00000,-0001,00001,00004
00001,00000,00001,00004
00000,00001,00000,00004
-0001,00000,-0001,00001
00000,00001,00001,00003
00000,-0002,00002,00003
00001,00002,00000,00002
00001,00002,-0001,00004
00000,00001,00000,00003
00001,00001,00000,00004
-0001,-0001,00001,00007
00008,00008,00005,00010
00016,00018,00011,00025
00016,00018,00011,00020
00022,00024,00015,00021
00030,00029,00015,00030
00018,00030,00015,00024
00018,00019,00015,00021
00018,00019,00015,00017
00013,00015,00013,00017
00007,00011,00007,00010
00003,00006,00005,00008
00004,00006,00001,00003
00003,00003,00000,00005
00004,00004,00001,00004
00000,00004,00000,00004
00003,00003,00000,00001
00000,00002,00001,00007
-0001,00000,00000,00003
00002,00003,00000,00002
-0001,00000,-0001,00002
-0001,00002,00005,00008
00002,00003,00001,00002
00000,-0001,00000,00003
00002,00001,00000,00002
00005,00001,-0001,00002
-0001,00002,-0001,00005
00005,00006,-0003,00005
00001,00002,00001,00003
00000,00000,-0001,00003
00000,00002,00000,00004
-0002,00003,00000,00003
00002,00001,00000,00004
00001,00003,00000,00002
00000,-0001,00000,00002
00000,00002,-0001,00001
00001,00001,00001,00002
00001,00000,00000,00003
00000,00000,00001,00002
00003,00002,00000,00002
-0002,00000,00000,00001
00000,00001,00001,00002
00000,00000,00001,00003
