delta1,delta2,delta3,delta4
00001,00001,-0001,00002
00001,00001,00000,00001
00001,00000,00000,00001
00000,00003,-0001,00003
00004,00001,00000,00002
00006,-0004,00001,00003
00003,00002,00001,00003
00001,00000,00001,00002
00002,00001,00001,00004
00002,00003,00000,00005
00005,00003,00000,00007
00009,00007,00005,00009
00014,00011,00011,00013
00014,00011,00015,00014
00020,00020,00030,00019
00020,00024,00033,00019
00020,00021,00039,00019
00021,00022,00039,00019
00020,00021,00039,00019
00020,00016,00036,00019
00021,00016,00036,00019
00019,00016,00036,00019
00015,00013,00020,00017
00012,00009,00012,00015
00012,00009,00011,00015
00012,00009,00009,00015
00012,00009,00007,00015
00012,00009,00006,00015
00012,00009,00005,00015
00005,00005,00005,00007
00004,00005,00001,00006
00005,00003,00001,00006
00000,00001,00001,00003
00001,00002,00000,00004
00002,00002,00001,00001
00003,00001,00000,00002
00001,00002,-0001,00002
00000,00000,00000,00002
00003,-0001,00000,00001
-0001,00002,-0002,00003
00001,00003,-0001,00002
00001,-0001,00000,00001
00001,-0001,-0001,00000
00000,00000,00000,00003
00001,00002,-0001,00001
00001,00001,00001,00002
-0001,00001,-0002,00001
00003,00002,-0001,00002
00003,00001,00000,00003
-0003,00003,-0001,-0001
00001,00001,-0001,00004
-0001,00002,-0001,00001
00002,00000,-0002,00000
00002,00001,00001,00003
-0001,-0001,-0001,00000
