delta1,delta2,delta3,delta4
00001,00001,00000,00002
00000,00002,00001,00002
-0001,00000,00000,00002
-0003,00002,-0002,00002
-0001,00000,-0002,-0002
00001,00002,00000,00000
00002,00000,-0002,00001
-0001,00000,00000,00003
-0001,00001,00001,00002
00000,00001,00001,00003
00001,00002,00002,00004
00004,00006,00001,00004
00012,00009,00004,00008
00019,00022,00008,00013
00019,00025,00008,00013
00019,00027,00008,00013
00019,00033,00008,00013
00019,00038,00008,00013
00019,00044,00008,00013
00026,00044,00021,00021
00021,00044,00023,00021
00021,00044,00022,00022
00022,00044,00023,00021
00019,00044,00023,00020
00019,00044,00022,00020
00019,00044,00022,00017
00014,00028,00019,00013
00012,00024,00013,00013
00012,00024,00015,00013
00012,00024,00012,00013
00012,00024,00010,00013
00012,00024,00011,00013
00012,00024,00010,00013
00007,00012,00008,00009
00007,00010,00008,00009
00007,00011,00008,00009
00007,00008,00008,00009
00007,00005,00008,00009
00007,00005,00008,00009
00005,00005,00001,00004
00004,00002,-0001,00002
00001,00001,00000,00003
00003,00001,-0001,00002
00000,00000,-0001,00003
00001,00001,-0001,00001
00001,00001,00000,00002
-0001,00001,00000,00001
00001,-0001,-0001,00002
00000,00002,-0001,00001
00001,00000,00000,00002
00002,-0001,-0001,-0001
-0001,00000,00000,00002
-0001,00000,00000,00001
00001,00000,-0002,00001
00000,00001,-0001,00001
