delta1,delta2,delta3,delta4
00000,00002,00000,00003
00001,00000,00000,00002
00002,-0001,00000,00004
00001,00002,00001,00001
00000,00001,00001,00004
-0001,-0001,00000,00003
00001,00001,-0002,00002
00001,00002,00000,00003
00003,00002,00001,00004
00003,00004,00003,00006
00006,00007,00005,00010
00007,00009,00010,00014
00011,00012,00019,00020
00011,00012,00019,00020
00014,00015,00023,00023
00014,00015,00025,00022
00014,00015,00023,00023
00014,00015,00024,00024
00014,00015,00022,00021
00014,00015,00022,00023
00014,00012,00021,00023
00012,00014,00019,00020
00015,00013,00014,00020
00015,00013,00014,00020
00015,00013,00014,00020
00015,00013,00012,00020
00015,00013,00015,00020
00015,00013,00012,00020
00011,00010,00009,00018
00011,00011,00012,00017
00010,00007,00008,00012
00010,00007,00008,00014
00010,00007,00008,00014
00010,00007,00008,00013
00010,00007,00008,00013
00010,00007,00008,00014
00008,00007,00006,00012
00008,00006,00007,00011
00007,00005,00006,00010
00004,00005,00004,00007
00005,00002,00004,00007
00003,00003,00002,00003
00004,00004,00001,00004
-0002,00001,00000,00004
00003,00001,00002,00004
00000,00000,-0001,00004
00002,00002,00000,00003
00003,00002,-0001,00003
00004,00000,00001,00006
00002,00003,00001,00004
-0001,00001,00001,00001
00002,00004,00001,00001
00001,00001,-0001,00002
00002,00002,00001,00002
-0001,00000,00001,00002
